"stockid","stocklong","country","region","lme_name","areaid","area","species","comm_name","msy_source","msy_code","msy_units","msy","year","uumsy","uumsy_source","uumsy_notes"
"SWORDNATL","Swordfish Northern Atlantic","multinational","Atlantic Ocean","North Atlantic Ocean","multinational-ICCAT-NATL","Northern Atlantic","Xiphias gladius","Swordfish","Assessment","MSY-MT","MT",13700,2012,0.886805013679955,"Assessment","ERdivERmsy-calc-dimensionless"
"SWORDNPAC","Swordfish North Pacific Ocean","Multinational","Pacific Ocean","North Pacific Ocean","multinational-ISC-NPAC","North Pacific Ocean","Xiphias gladius","Swordfish","Assessment","MSY-MT","MT",14920,2012,0.56,"Assessment","ERdivERmsy-dimensionless"
"SWORDSATL","Swordfish South Atlantic","multinational","Atlantic Ocean","South Atlantic Ocean","multinational-ICCAT-SATL","South Atlantic","Xiphias gladius","Swordfish","Assessment","MSY-MT","MT",14210,2012,0.756546538760694,"Assessment","ERdivERmsy-calc-dimensionless"
"TARAKNZ","Tarakihi Sub-Antarctic","New Zealand","New Zealand","New Zealand Shelf","New Zealand-MFish-SA","Sub-Antarctic","Nemadactylus macropterus","Tarakihi","Assessment","MSY-MT","MT",682,2007,0.631535479769876,"Assessment","ERdivERmsy-calc-dimensionless"
"TASGIANTCRABTAS","Tasmanian giant crab Tasmania","Australia","Australia","Southeast Australian Shelf","Australia-AFMA-TAS","Tasmania","Pseudocarcinus gigas","Tasmanian giant crab","Estimated from Fox or Schaefer model","MSY-est-MT","MT",65.76027451,2007,4.14652587706279,"Uses scaled reference point","ERdivERmsy-est-dimensionless"
"TIGERFLATSE","Tiger flathead Southeast Australia","Australia","Australia","Southeast Australian Shelf","Australia-AFMA-SE","Southeast Australia","Platycephalus richardsoni","Tiger flathead","Assessment","MSY-MT","MT",2854.058088,2015,5.23789348577188,"Assessment","FdivFmsy-calc-dimensionless"
"TILEGM","Tilefish Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","USA-NMFS-GM","Gulf of Mexico","Lopholatilus chamaeleonticeps","Tilefish","Estimated from Fox or Schaefer model","MSY-est-MT","MT",134.1907424,2009,1.81478858699255,"Uses scaled reference point","ERdivERmsy-est-dimensionless"
"TILEMATLC","Tilefish Mid-Atlantic Coast","USA","US East Coast","Northeast U.S. Continental Shelf","USA-NMFS-MATLC","Mid-Atlantic Coast","Lopholatilus chamaeleonticeps","Tilefish","Assessment","MSY-MT","MT",1029,2012,0.743243243243243,"Assessment","FdivFmsy-calc-dimensionless"
"TILESATLC","Tilefish Southern Atlantic coast","USA","US Southeast and Gulf","Southeast U.S. Continental Shelf","USA-NMFS-SATLC","Southern Atlantic coast","Lopholatilus chamaeleonticeps","Tilefish","Assessment","MSY-MT","MT",253.9886108,2014,1.52542372881356,"Assessment","FdivFmsy-calc-dimensionless"
"TREVALLYTRE7","Trevally New Zealand Areas TRE 7","New Zealand","New Zealand","New Zealand Shelf","New Zealand-MFish-TRE7","New Zealand Areas TRE 7","Pseudocaranx dentex","Trevally","Assessment","MSY-MT","MT",1818,2014,0.678,"Assessment","FdivFmgt-dimensionless"
"TURBLKGSA29","Turbot Black Sea","multinational","Mediterranean-Black Sea","Black Sea","multinational-GFCM-GSA29","Black Sea","Scophthalmus maximus","Turbot","Estimated from Fox or Schaefer model","MSY-est-MT","MT",2563.61284,2014,5.38461538461538,"Assessment","FdivFmsy-calc-dimensionless"
"VSNAPGM","Vermilion snapper Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","USA-NMFS-GM","Gulf of Mexico","Rhomboplites aurorubens","Vermilion snapper","Assessment","MSY-MT","MT",1528.606388,2014,2.32038834951456,"Assessment","FdivFmsy-calc-dimensionless"
"VSNAPSATLC","Vermilion snapper Southern Atlantic coast","USA","US Southeast and Gulf","Southeast U.S. Continental Shelf","USA-NMFS-SATLC","Southern Atlantic coast","Rhomboplites aurorubens","Vermilion snapper","Assessment","MSY-MT","MT",696.7187,2011,0.957880872124912,"Assessment","ERdivERmsy-calc-dimensionless"
"WANGLVIIIc-IXa","White anglerfish ICES 8c-9a","multinational","European Union",NA,"multinational-ICES-VIIIc-IXa","ICES 8c-9a","Lophius piscatorius","White anglerfish","Estimated from Fox or Schaefer model","MSY-est-MT","MT",6271.01708,2017,0.525,"Assessment","FdivFmsy-calc-dimensionless"
"WAREHOUESE","Blue warehou Eastern half of Southeast Australia","Australia","Australia","Southeast Australian Shelf","Australia-AFMA-ESE","Eastern half of Southeast Australia","Seriolella brama","Blue warehou","Assessment","MSY-MT","MT",966.66474,2008,0.0854150869894623,"Assessment","FdivFmsy-calc-dimensionless"
"WAREHOUWSE","Blue warehou Western half of Southeast Australia","Australia","Australia","Southeast Australian Shelf","Australia-AFMA-WSE","Western half of Southeast Australia","Seriolella brama","Blue warehou","Assessment","MSY-MT","MT",866.7822979,2008,0.486025791883965,"Assessment","FdivFmsy-calc-dimensionless"
"WEAKFISHATLC","Weakfish Atlantic Coast","USA","US East Coast","Northeast U.S. Continental Shelf","USA-NMFS-ATLC","Atlantic Coast","Cynoscion regalis","Weakfish","Estimated from Fox or Schaefer model","MSY-est-MT","MT",6826.30133,2008,0.506263504126952,"Uses scaled reference point","ERdivERmsy-est-dimensionless"
"WHAKEGBGOM","White hake Gulf of Maine / Georges Bank","USA","US East Coast","Northeast U.S. Continental Shelf","USA-NMFS-5YZ","Gulf of Maine / Georges Bank","Urophycis tenuis","White hake","Assessment","MSY-MT","MT",5422,2014,0.404255319148936,"Assessment","FdivFmsy-calc-dimensionless"
"WHITMEDGSA29","Whiting Black Sea","multinational","Mediterranean-Black Sea","Black Sea","multinational-GFCM-GSA29","Black Sea","Merlangius merlangus","Whiting","Estimated from Fox or Schaefer model","MSY-est-MT","MT",9741.307887,2014,1.36708860759494,"Assessment","FdivFmsy-calc-dimensionless"
"WHITNS-VIId","Whiting ICES 4-7d","multinational","European Union","North Sea","multinational-ICES-IV-VIId","ICES 4-7d","Merlangius merlangus","Whiting","Estimated from Fox or Schaefer model","MSY-est-MT","MT",78441.30694,2017,1.26744186046512,"Assessment","FdivFmsy-calc-dimensionless"
"WHITVIa","Whiting West of Scotland","multinational","European Union","Celtic-Biscay Shelf","multinational-ICES-VIa","West of Scotland","Merlangius merlangus","Whiting","Estimated from Fox or Schaefer model","MSY-est-MT","MT",11828.30953,2016,0.289444444444444,"Assessment","FdivFmsy-calc-dimensionless"
"WHITVIIa","Whiting Irish Sea","multinational","European Union",NA,"multinational-ICES-VIIa","Irish Sea","Merlangius merlangus","Whiting","Estimated from Fox or Schaefer model","MSY-est-MT","MT",139.0631583,2016,2.58904109589041,"Assessment","FdivFmsy-calc-dimensionless"
"WHITVIIek","Whiting Celtic Sea","multinational","European Union","Celtic-Biscay Shelf","multinational-ICES-VIIe-k","Celtic Sea","Merlangius merlangus","Whiting","Assessment","MSY-MT","MT",21000,2016,0.826923076923077,"Assessment","FdivFmsy-calc-dimensionless"
"WINDOWGOMGB","Windowpane flounder Gulf of Maine / Georges Bank","USA","US East Coast","Northeast U.S. Continental Shelf","USA-NMFS-5YZ","Gulf of Maine / Georges Bank","Scophthalmus aquosus","Windowpane flounder","Assessment","MSY-MT","MT",700,2007,3.92,"Assessment","ERdivERmsy-calc-dimensionless"
"WINDOWSNEMATL","Windowpane flounder Southern New England /Mid Atlantic","USA","US East Coast","Northeast U.S. Continental Shelf","USA-NMFS-SNEMATL","Southern New England /Mid Atlantic","Scophthalmus aquosus","Windowpane flounder","Assessment","MSY-MT","MT",500,2007,1.25850340136054,"Assessment","ERdivERmsy-calc-dimensionless"
"WINFLOUN4T","Winter flounder Southern Gulf of St. Lawrence","Canada","Canada East Coast","Scotian Shelf","Canada-DFO-4T","Southern Gulf of St. Lawrence","Pseudopleuronectes americanus","Winter flounder","Estimated from Fox or Schaefer model","MSY-est-MT","MT",15112.5704,2011,0.0170842557053884,"Uses scaled reference point","ERdivERmsy-est-dimensionless"
"WINFLOUN5Z","Winter flounder Georges Bank","USA","US East Coast","Northeast U.S. Continental Shelf","USA-NMFS-5Z","Georges Bank","Pseudopleuronectes americanus","Winter flounder","Assessment","MSY-MT","MT",2840,2014,1.45149253731343,"Assessment","FdivFmsy-calc-dimensionless"
"WINFLOUNSNEMATL","Winter flounder Southern New England /Mid Atlantic","USA","US East Coast","Northeast U.S. Continental Shelf","USA-NMFS-SNEMATL","Southern New England /Mid Atlantic","Pseudopleuronectes americanus","Winter flounder","Assessment","MSY-MT","MT",11728,2014,0.492307692307692,"Assessment","FdivFmsy-calc-dimensionless"
"WITFLOUN4RST","Witch flounder Gulf of St. Lawrence","Canada","Canada East Coast","Labrador - Newfoundland","Canada-DFO-4RST","Gulf of St. Lawrence","Glyptocephalus cynoglossus","Witch flounder","Assessment","MSY-MT","MT",1990,2011,1.27571428571429,"Assessment","ERdivERmsy-calc-dimensionless"
"WITFLOUN5Y","Witch flounder Gulf of Maine","USA","US East Coast","Northeast U.S. Continental Shelf","USA-NMFS-5Y","Gulf of Maine","Glyptocephalus cynoglossus","Witch flounder","Assessment","MSY-MT","MT",1957,2014,2.46236559139785,"Assessment","FdivFmsy-calc-dimensionless"
"WLFLOUNNPAC","Willowy flounder North Pacific","Japan","Japan",NA,"Japan-FAJ-NPAC","North Pacific","Tanakius kitaharae","Willowy flounder","Assessment","MSY-MT","MT",144.6048296,2013,0.571493885015433,"Assessment","ERdivERmsy-calc-dimensionless"
"WMARLINATL","White marlin Atlantic Ocean","multinational","Atlantic Ocean","North Atlantic Ocean","multinational-ICCAT-ATL","Atlantic Ocean","Kajikia albida","White marlin","Assessment","MSY-MT","MT",1239,2010,0.718003009323296,"Assessment","ERdivERmsy-calc-dimensionless"
"WPOLLAI","Walleye pollock Aleutian Islands","USA","US Alaska","East Bering Sea","USA-NMFS-AI","Aleutian Islands","Gadus chalcogrammus","Walleye pollock","Estimated from Fox or Schaefer model","MSY-est-MT","MT",14736.09201,2012,0.0205882352941176,"Assessment","FdivFmsy-calc-dimensionless"
"WPOLLEBS","Walleye pollock Eastern Bering Sea","USA","US Alaska","East Bering Sea","USA-NMFS-EBS","Eastern Bering Sea","Gadus chalcogrammus","Walleye pollock","Estimated from Fox or Schaefer model","MSY-est-MT","MT",1469020.767,2014,0.352640545144804,"Assessment","FdivFmsy-calc-dimensionless"
"WPOLLGA","Walleye pollock Gulf of Alaska","USA","US Alaska","Gulf of Alaska","USA-NMFS-GA","Gulf of Alaska","Gadus chalcogrammus","Walleye pollock","Estimated from Fox or Schaefer model","MSY-est-MT","MT",125914.4285,2014,0.621052631578947,"Assessment","FdivFmsy-calc-dimensionless"
"WPOLLNAVAR","Walleye pollock Navarinsky","Russia","Other","Northern Bering - Chukchi Seas","Russia-RFFA-NAVAR","Navarinsky","Gadus chalcogrammus","Walleye pollock","Estimated from Fox or Schaefer model","MSY-est-MT","MT",687301.8956,2006,0.711864406779661,"Assessment","FdivFmgt-calc-dimensionless"
"WPOLLNSO","Walleye pollock Northern Sea of Okhotsk","Russia","Other","Sea of Okhotsk","Russia-RFFA-NSO","Northern Sea of Okhotsk","Gadus chalcogrammus","Walleye pollock","Assessment","MSY-MT","MT",966700,2010,0.685106382978724,"Assessment","FdivFmgt-calc-dimensionless"
"WPOLLWBS","Walleye pollock Western Bering Sea","Russia","Other","West Bering Sea","Russia-RFFA-WBS","Western Bering Sea","Gadus chalcogrammus","Walleye pollock","Estimated from Fox or Schaefer model","MSY-est-MT","MT",12002.38259,2008,5.41884727709979,"Uses scaled reference point","ERdivERmsy-est-dimensionless"
"WROCKPCOAST","Widow rockfish Pacific Coast","USA","US West Coast","California Current","USA-NMFS-PCOAST","Pacific Coast","Sebastes entomelas","Widow rockfish","Assessment","MSY-MT","MT",7776,2014,0.1144,"Assessment","FdivFmsy-calc-dimensionless"
"WSHRIMPGM","White shrimp Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","USA-NMFS-GM","Gulf of Mexico","Litopenaeus setiferus","White shrimp","Estimated from Fox or Schaefer model","MSY-est-MT","MT",116653.336,2014,0.454022988505747,"Assessment","FdivFmsy-calc-dimensionless"
"YEGROUPGM","Yellowedge grouper Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","USA-NMFS-GM","Gulf of Mexico","Hyporthodus flavolimbatus","Yellowedge grouper","Assessment","MSY-MT","MT",375,2009,0.68,"Assessment","FdivFmsy-calc-dimensionless"
"YELL3LNO","Yellowtail flounder Grand Banks","multinational","Canada East Coast","Labrador - Newfoundland","multinational-NAFO-3LNO","Grand Banks","Limanda ferruginea","Yellowtail flounder","Assessment","MSY-MT","MT",18730,2015,0.22,"Assessment","FdivFmsy-dimensionless"
"YELLCCODGOM","Yellowtail flounder Cape Cod / Gulf of Maine","USA","US East Coast","Northeast U.S. Continental Shelf","USA-NMFS-CCOD5Y","Cape Cod / Gulf of Maine","Limanda ferruginea","Yellowtail flounder","Assessment","MSY-MT","MT",1285,2014,2.29390681003584,"Assessment","FdivFmsy-calc-dimensionless"
"YELLGB","Yellowtail flounder Georges Bank","USA","US East Coast","Northeast U.S. Continental Shelf","USA-NMFS-GB","Georges Bank","Limanda ferruginea","Yellowtail flounder","Assessment","MSY-MT","MT",9400,2007,1.14173228346457,"Assessment","FdivFmsy-calc-dimensionless"
"YELLSNEMATL","Yellowtail flounder Southern New England /Mid Atlantic","USA","US East Coast","Northeast U.S. Continental Shelf","USA-NMFS-SNEMATL","Southern New England /Mid Atlantic","Limanda ferruginea","Yellowtail flounder","Assessment","MSY-MT","MT",541,2014,10.1146131805158,"Assessment","FdivFmsy-calc-dimensionless"
"YEYEROCKPCOAST","Yelloweye rockfish Pacific Coast","USA","US West Coast","California Current","USA-NMFS-PCOAST","Pacific Coast","Sebastes ruberrimus","Yelloweye rockfish","Estimated from Fox or Schaefer model","MSY-est-MT","MT",81.03519177,2014,0.258,"Assessment","FdivFmsy-calc-dimensionless"
"YFINATL","Yellowfin tuna Atlantic Ocean","multinational","Atlantic Ocean","North Atlantic Ocean","multinational-ICCAT-ATL","Atlantic Ocean","Thunnus albacares","Yellowfin tuna","Estimated from Fox or Schaefer model","MSY-est-MT","MT",122873.439,2014,0.77,"Assessment","FdivFmsy-dimensionless"
"YFINCWPAC","Yellowfin tuna Central Western Pacific Ocean","multinational","Pacific Ocean","North Pacific Ocean","multinational-WCPFC-CWPAC","Central Western Pacific Ocean","Thunnus albacares","Yellowfin tuna","Estimated from Fox or Schaefer model","MSY-est-MT","MT",13578.78335,2015,0.623,"Assessment","FdivFmsy-dimensionless"
"YFINEIO","Yellowfin tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","multinational-IOTC-IO","Indian Ocean","Thunnus albacares","Yellowfin tuna","Assessment","MSY-MT","MT",422000,2015,1.11,"Assessment","FdivFmsy-dimensionless"
"YFINEPAC","Yellowfin tuna Eastern Pacific","multinational","Pacific Ocean","South Pacific Ocean","multinational-IATTC-EPAC","Eastern Pacific","Thunnus albacares","Yellowfin tuna","Assessment","MSY-MT","MT",274960,2016,0.916,"Assessment","FdivFmsy-dimensionless"
"YNOSESKACSCH","Yellownose skate Central-Southern Chile","Chile","South America",NA,"Chile-SUBPESCA-CH-CS","Central-Southern Chile","Zearaja chilensis","Yellownose skate","Estimated from Fox or Schaefer model","MSY-est-MT","MT",413.1033818,2014,0.0530645161290323,"Assessment","FdivFmsy-calc-dimensionless"
"YNOSESKASCH","Yellownose skate Southern Chile","Chile","South America",NA,"Chile-SUBPESCA-CH-S","Southern Chile","Zearaja chilensis","Yellownose skate","Estimated from Fox or Schaefer model","MSY-est-MT","MT",340.5440188,2014,0.112096774193548,"Assessment","FdivFmsy-calc-dimensionless"
"YSOLEBSAI","Yellowfin sole Bering Sea and Aleutian Islands","USA","US Alaska","East Bering Sea","USA-NMFS-BSAI","Bering Sea and Aleutian Islands","Limanda aspera","Yellowfin sole","Estimated from Fox or Schaefer model","MSY-est-MT","MT",134619.516,2009,0.615384615384615,"Assessment","FdivFmsy-calc-dimensionless"
"YTROCKNPCOAST","Yellowtail rockfish Northern Pacific Coast","USA","US West Coast","California Current","USA-NMFS-NPCOAST","Northern Pacific Coast","Sebastes flavidus","Yellowtail rockfish","Assessment","MSY-MT","MT",4805,2012,0.364,"Assessment","FdivFmsy-calc-dimensionless"
"YTSNAPSATLCGM","Yellowtail snapper Southern Atlantic coast and Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","USA-NMFS-SATLCGM","Southern Atlantic coast and Gulf of Mexico","Ocyurus chrysurus","Yellowtail snapper","Assessment","MSY-MT","MT",1700,2010,0.162068965517241,"Assessment","FdivFmsy-calc-dimensionless"
