"species","resilience"
"Amblycirrhitus earnshawi","High"
"Amblycirrhitus pinos","High"
"Amblycirrhitus unimacula","High"
"Amblydoras affinis","High"
"Amblydoras bolivarensis","High"
"Amblydoras gonzalezi","High"
"Amblydoras monitor","High"
"Amblydoras nauticus","High"
"Amblyeleotris arcupinna","High"
"Amblyeleotris aurora","High"
"Amblyeleotris bellicauda","High"
"Amblyeleotris biguttata","High"
"Amblyeleotris bleekeri","High"
"Amblyeleotris callopareia","High"
"Amblyeleotris cephalotaenius","High"
"Amblyeleotris delicatulus","High"
"Amblyeleotris diagonalis","High"
"Amblyeleotris downingi","High"
"Amblyeleotris ellipse","High"
"Amblyeleotris fasciata","High"
"Amblyeleotris fontanesii","Medium"
"Amblyeleotris guttata","High"
"Amblyeleotris gymnocephala","High"
"Amblyeleotris harrisorum","High"
"Amblyeleotris japonica","High"
"Amblyeleotris latifasciata","High"
"Amblyeleotris macronema","High"
"Amblyeleotris marquesas","High"
"Amblyeleotris masuii","High"
"Amblyeleotris melanocephala","High"
"Amblyeleotris morishitai","High"
"Amblyeleotris neglecta","High"
"Amblyeleotris neumanni","High"
"Amblyeleotris novaecaledoniae","High"
"Amblyeleotris ogasawarensis","High"
"Amblyeleotris periophthalma","High"
"Amblyeleotris randalli","High"
"Amblyeleotris rhyax","High"
"Amblyeleotris rubrimarginata","High"
"Amblyeleotris steinitzi","High"
"Amblyeleotris stenotaeniata","High"
"Amblyeleotris sungami","High"
"Amblyeleotris taipinensis","High"
"Amblyeleotris triguttata","High"
"Amblyeleotris wheeleri","High"
"Amblyeleotris yanoi","High"
"Amblygaster clupeoides","High"
"Amblygaster indiana","High"
"Amblygaster leiogaster","High"
"Amblygaster sirm","High"
"Amblyglyphidodon aureus","High"
"Amblyglyphidodon batunai","High"
"Amblyglyphidodon curacao","High"
"Amblyglyphidodon flavilatus","High"
"Amblyglyphidodon flavopurpureus","High"
"Amblyglyphidodon indicus","High"
"Amblyglyphidodon leucogaster","High"
"Amblyglyphidodon melanopterus","High"
"Amblyglyphidodon orbicularis","High"
"Amblyglyphidodon silolona","High"
"Amblyglyphidodon ternatensis","High"
"Amblygobius albimaculatus","Medium"
"Amblygobius buanensis","High"
"Amblygobius bynoensis","High"
"Amblygobius calvatus","High"
"Amblygobius cheraphilus","High"
"Amblygobius decussatus","High"
"Amblygobius esakiae","High"
"Amblygobius linki","High"
"Amblygobius magnusi","High"
"Amblygobius nocturnus","High"
"Amblygobius phalaena","High"
"Amblygobius semicinctus","High"
"Amblygobius sewardii","High"
"Amblygobius sphynx","High"
"Amblygobius stethophthalmus","High"
"Amblygobius tekomaji","High"
"Amblyopsis hoosieri","Medium"
"Amblyopsis rosae","Low"
"Amblyopsis spelaea","Low"
"Amblyotrypauchen arctocephalus","High"
"Amblypharyngodon atkinsonii","Medium"
"Amblypharyngodon chulabhornae","Medium"
"Amblypharyngodon melettinus","High"
"Amblypharyngodon microlepis","Medium"
"Amblypharyngodon mola","Medium"
"Amblypomacentrus breviceps","High"
"Amblypomacentrus clarus","High"
"Amblypomacentrus vietnamicus","High"
"Amblyraja badia","Low"
"Amblyraja doellojuradoi","Low"
"Amblyraja frerichsi","Low"
"Amblyraja georgiana","Low"
"Amblyraja hyperborea","Low"
"Amblyraja jenseni","Low"
"Amblyraja radiata","Low"
"Amblyraja reversa","Low"
"Amblyraja robertsi","Low"
"Amblyraja taaf","Low"
"Amblyrhynchichthys micracanthus","Medium"
"Amblyrhynchichthys truncatus","Low"
"Amblyrhynchotes honckenii","High"
"Amblyrhynchotes rufopunctatus","High"
"Ameca splendens","High"
"Ameiurus brunneus","Medium"
"Ameiurus catus","Medium"
"Ameiurus melas","Medium"
"Ameiurus natalis","Medium"
"Ameiurus nebulosus","Medium"
"Ameiurus platycephalus","Medium"
"Ameiurus serracanthus","Low"
"Amia calva","Low"
"Amioides polyacanthus","High"
"Amissidens hainesi","Medium"
"Ammocrypta beanii","Low"
"Ammocrypta bifascia","Low"
"Ammocrypta clara","High"
"Ammocrypta meridiana","High"
"Ammocrypta pellucida","High"
"Ammocrypta vivax","High"
"Ammocryptocharax elegans","High"
"Ammocryptocharax lateralis","High"
"Ammocryptocharax minutus","High"
"Ammocryptocharax vintonae","High"
"Ammodytes americanus","Medium"
"Ammodytes dubius","Medium"
"Ammodytes hexapterus","Medium"
"Ammodytes marinus","Medium"
"Ammodytes personatus","High"
"Ammodytes tobianus","High"
"Ammodytoides gilli","High"
"Ammodytoides idai","High"
"Ammodytoides kanazawai","High"
"Ammodytoides kimurai","High"
"Ammodytoides leptus","High"
"Ammodytoides praematura","High"
"Ammodytoides pylei","High"
"Ammodytoides renniei","High"
"Ammodytoides vagus","High"
"Ammodytoides xanthops","High"
"Ammoglanis amapaensis","High"
"Ammoglanis diaphanus","High"
"Ammoglanis pulex","High"
"Ammolabrus dicrus","High"
"Ammotretis brevipinnis","Medium"
"Ammotretis elongatus","Medium"
"Ammotretis lituratus","Medium"
"Ammotretis macrolepis","High"
"Ammotretis rostratus","Medium"
"Amniataba affinis","High"
"Amniataba caudavittata","Medium"
"Amniataba percoides","High"
"Amoya gracilis","High"
"Amoya madraspatensis","High"
"Amoya signata","High"
"Amoya veliensis","High"
"Amphelikturus dendriticus","High"
"Amphiarius phrygiatus","Medium"
"Amphiarius rugispinis","Medium"
"Amphichaetodon howensis","High"
"Amphichaetodon melbae","High"
"Amphichthys cryptocentrus","Low"
"Amphichthys rubigenis","Low"
"Amphilius atesuensis","Medium"
"Amphilius athiensis","Medium"
"Amphilius brevis","Medium"
"Amphilius caudosignatus","Medium"
"Amphilius chalei","Medium"
"Amphilius crassus","Medium"
"Amphilius cryptobullatus","Medium"
"Amphilius dimonikensis","Medium"
"Amphilius frieli","Medium"
"Amphilius grandis","Medium"
"Amphilius jacksonii","High"
"Amphilius kakrimensis","Medium"
"Amphilius kivuensis","Medium"
"Amphilius korupi","Medium"
"Amphilius krefftii","Low"
"Amphilius lamani","Medium"
"Amphilius lampei","Medium"
"Amphilius laticaudatus","Medium"
"Amphilius lentiginosus","Medium"
"Amphilius longirostris","Medium"
"Amphilius lujani","Medium"
"Amphilius maesii","Medium"
"Amphilius mamonekenensis","Medium"
"Amphilius natalensis","Medium"
"Amphilius nigricaudatus","High"
"Amphilius opisthophthalmus","Medium"
"Amphilius pedunculus","Medium"
"Amphilius platychir","Medium"
"Amphilius pulcher","Medium"
"Amphilius rheophilus","Medium"
"Amphilius ruziziensis","Medium"
"Amphilius uranoscopus","Medium"
"Amphilius zairensis","Medium"
"Amphilophus amarillo","Medium"
"Amphilophus astorquii","Medium"
"Amphilophus chancho","Medium"
"Amphilophus citrinellus","Medium"
"Amphilophus flaveolus","Medium"
"Amphilophus globosus","High"
"Amphilophus hogaboomorum","Medium"
"Amphilophus labiatus","Medium"
"Amphilophus lyonsi","Medium"
"Amphilophus margaritifer","Medium"
"Amphilophus sagittae","Medium"
"Amphilophus supercilius","High"
"Amphilophus tolteca","High"
"Amphilophus viridis","High"
"Amphilophus xiloaensis","Medium"
"Amphilophus zaliosus","Medium"
"Amphiprion akallopisos","High"
"Amphiprion akindynos","High"
"Amphiprion allardi","High"
"Amphiprion barberi","High"
"Amphiprion bicinctus","High"
"Amphiprion chagosensis","High"
"Amphiprion chrysogaster","High"
"Amphiprion chrysopterus","High"
"Amphiprion clarkii","Medium"
"Amphiprion ephippium","High"
"Amphiprion frenatus","High"
"Amphiprion fuscocaudatus","High"
"Amphiprion latezonatus","High"
"Amphiprion latifasciatus","High"
"Amphiprion leucokranos","High"
"Amphiprion mccullochi","High"
"Amphiprion melanopus","Medium"
"Amphiprion nigripes","High"
"Amphiprion ocellaris","High"
"Amphiprion omanensis","High"
"Amphiprion pacificus","High"
"Amphiprion percula","High"
"Amphiprion perideraion","Medium"
"Amphiprion polymnus","High"
"Amphiprion rubrocinctus","High"
"Amphiprion sandaracinos","High"
"Amphiprion sebae","High"
"Amphiprion thiellei","High"
"Amphiprion tricinctus","Medium"
"Amphistichus argenteus","Medium"
"Amphistichus koelzi","Medium"
"Amphistichus rhodoterus","Medium"
"Amsichthys knighti","High"
"Anabarilius alburnops","Medium"
"Anabarilius andersoni","Medium"
"Anabarilius brevianalis","Medium"
"Anabarilius duoyiheensis","Medium"
"Anabarilius goldenlineus","Medium"
"Anabarilius grahami","Medium"
"Anabarilius liui chenghaiensis","Medium"
"Anabarilius liui liui","Medium"
"Anabarilius liui yalongensis","Medium"
"Anabarilius liui yiliangensis","Medium"
"Anabarilius longicaudatus","Medium"
"Anabarilius macrolepis","Medium"
"Anabarilius maculatus","Medium"
"Anabarilius paucirastellus","Medium"
"Anabarilius polylepis","Medium"
"Anabarilius qiluensis","Medium"
"Anabarilius qionghaiensis","Medium"
"Anabarilius songmingensis","Medium"
"Anabarilius transmontanus","Medium"
"Anabarilius xundianensis","Medium"
"Anabarilius yangzonensis","Medium"
"Anabas cobojius","High"
"Anabas testudineus","High"
"Anableps anableps","Medium"
"Anableps dowei","Low"
"Anableps microlepis","Medium"
"Anablepsoides amanan","High"
"Anablepsoides amphoreus","High"
"Anablepsoides atratus","High"
"Anablepsoides bahianus","High"
"Anablepsoides beniensis","High"
"Anablepsoides bondi","High"
"Anablepsoides cajariensis","High"
"Anablepsoides caurae","High"
"Anablepsoides cearensis","High"
"Anablepsoides christinae","High"
"Anablepsoides cryptocallus","High"
"Anablepsoides deltaphilus","High"
"Anablepsoides derhami","High"
"Anablepsoides elongatus","High"
"Anablepsoides erberi","High"
"Anablepsoides fransvermeuleni","High"
"Anablepsoides gamae","High"
"Anablepsoides gaucheri","High"
"Anablepsoides hartii","High"
"Anablepsoides henschelae","High"
"Anablepsoides holmiae","High"
"Anablepsoides igneus","High"
"Anablepsoides immaculatus","High"
"Anablepsoides intermittens","High"
"Anablepsoides iridescens","High"
"Anablepsoides jari","High"
"Anablepsoides jucundus","High"
"Anablepsoides lanceolatus","High"
"Anablepsoides limoncochae","High"
"Anablepsoides lineasoppilatae","High"
"Anablepsoides lungi","High"
"Anablepsoides mazaruni","High"
"Anablepsoides micropus","High"
"Anablepsoides monticola","High"
"Anablepsoides ophiomimus","High"
"Anablepsoides ornatus","High"
"Anablepsoides ottonii","High"
"Anablepsoides parlettei","High"
"Anablepsoides peruanus","High"
"Anablepsoides roraima","High"
"Anablepsoides rubrolineatus","High"
"Anablepsoides speciosus","High"
"Anablepsoides stagnatus","High"
"Anablepsoides taeniatus","High"
"Anablepsoides tessellatus","High"
"Anablepsoides tocantinensis","High"
"Anablepsoides urophthalmus","High"
"Anablepsoides waimacui","High"
"Anablepsoides xanthonotus","High"
"Anablepsoides xinguensis","High"
"Anacanthobatis donghaiensis","Low"
"Anacanthobatis marmorata","Low"
"Anacanthobatis nanhaiensis","Low"
"Anacanthobythites platycephalus","High"
"Anacanthobythites tasmaniensis","High"
"Anacanthus barbatus","Medium"
"Anadoras grypus","High"
"Anadoras insculptus","High"
"Anadoras regani","High"
"Anadoras weddellii","High"
"Anaecypris hispanica","High"
"Anampses caeruleopunctatus","Medium"
"Anampses chrysocephalus","High"
"Anampses cuvier","Medium"
"Anampses elegans","Medium"
"Anampses femininus","Medium"
"Anampses geographicus","Medium"
"Anampses lennardi","Medium"
"Anampses lineatus","High"
"Anampses melanurus","High"
"Anampses meleagrides","Medium"
"Anampses neoguinaicus","Medium"
"Anampses twistii","High"
"Anaora tentaculata","High"
"Anarchias allardicei","High"
"Anarchias cantonensis","High"
"Anarchias euryurus","Medium"
"Anarchias exulatus","Medium"
"Anarchias galapagensis","High"
"Anarchias leucurus","High"
"Anarchias longicauda","High"
"Anarchias schultzi","High"
"Anarchias seychellensis","Medium"
"Anarchias similis","High"
"Anarchias supremus","High"
"Anarchopterus criniger","High"
"Anarchopterus tectus","High"
"Anarhichas denticulatus","Low"
"Anarhichas lupus","Low"
"Anarhichas minor","Low"
"Anarhichas orientalis","Low"
"Anarrhichthys ocellatus","Low"
"Anatirostrum profundorum","High"
"Anatolanthias apiomycter","Medium"
"Ancherythroculter daovantieni","Medium"
"Ancherythroculter kurematsui","Medium"
"Ancherythroculter lini","Medium"
"Ancherythroculter nigrocauda","Medium"
"Ancherythroculter wangi","Medium"
"Anchichoerops natalensis","Low"
"Anchicyclocheilus halfibindus","Medium"
"Anchoa analis","High"
"Anchoa argentivittata","High"
"Anchoa belizensis","High"
"Anchoa cayorum","High"
"Anchoa chamensis","High"
"Anchoa choerostoma","High"
"Anchoa colonensis","High"
"Anchoa compressa","High"
"Anchoa cubana","High"
"Anchoa curta","High"
"Anchoa delicatissima","High"
"Anchoa eigenmannia","High"
"Anchoa exigua","High"
"Anchoa filifera","Medium"
"Anchoa helleri","High"
"Anchoa hepsetus","High"
"Anchoa ischana","High"
"Anchoa januaria","High"
"Anchoa lamprotaenia","High"
"Anchoa lucida","High"
"Anchoa lyolepis","High"
"Anchoa marinii","High"
"Anchoa mitchilli","High"
"Anchoa mundeola","Medium"
"Anchoa mundeoloides","High"
"Anchoa nasus","High"
"Anchoa panamensis","High"
"Anchoa parva","High"
"Anchoa pectoralis","High"
"Anchoa scofieldi","High"
"Anchoa spinifer","High"
"Anchoa starksi","High"
"Anchoa tricolor","High"
"Anchoa trinitatis","High"
"Anchoa walkeri","High"
"Anchovia clupeoides","High"
"Anchovia macrolepidota","High"
"Anchovia surinamensis","High"
"Anchoviella alleni","High"
"Anchoviella balboae","High"
"Anchoviella blackburni","High"
"Anchoviella brevirostris","High"
"Anchoviella carrikeri","High"
"Anchoviella cayennensis","High"
"Anchoviella elongata","High"
"Anchoviella guianensis","Medium"
"Anchoviella jamesi","High"
"Anchoviella juruasanga","High"
"Anchoviella lepidentostole","High"
"Anchoviella manamensis","High"
"Anchoviella nattereri","High"
"Anchoviella perezi","High"
"Anchoviella perfasciata","High"
"Anchoviella sanfranciscana","High"
"Anchoviella vaillanti","High"
"Ancistrogobius dipus","High"
"Ancistrogobius squamiceps","High"
"Ancistrogobius yanoi","High"
"Ancistrogobius yoshigoui","High"
"Ancistrus agostinhoi","High"
"Ancistrus aguaboensis","High"
"Ancistrus bolivianus","High"
"Ancistrus caucanus","High"
"Ancistrus cirrhosus","High"
"Ancistrus claro","High"
"Ancistrus cryptophthalmus","High"
"Ancistrus damasceni","High"
"Ancistrus formoso","High"
"Ancistrus fulvus","High"
"Ancistrus greeni","High"
"Ancistrus jataiensis","High"
"Ancistrus jelskii","High"
"Ancistrus leucostictus","Low"
"Ancistrus lineolatus","High"
"Ancistrus macrophthalmus","High"
"Ancistrus malacops","High"
"Ancistrus maracasae","High"
"Ancistrus martini","High"
"Ancistrus minutus","High"
"Ancistrus nudiceps","High"
"Ancistrus occidentalis","High"
"Ancistrus parecis","High"
"Ancistrus reisi","High"
"Ancistrus salgadae","High"
"Ancistrus sericeus","High"
"Ancistrus tamboensis","High"
"Ancistrus temminckii","High"
"Ancistrus tombador","High"
"Ancistrus triradiatus","High"
"Ancistrus variolus","High"
"Ancistrus verecundus","High"
"Ancylopsetta antillarum","High"
"Ancylopsetta cycloidea","High"
"Ancylopsetta dendritica","High"
"Ancylopsetta dilecta","High"
"Ancylopsetta kumperae","High"
"Ancylopsetta microctenus","High"
"Ancylopsetta ommata","High"
"Andamia amphibius","High"
"Andamia cyclocheilus","High"
"Andamia expansa","High"
"Andamia heteroptera","High"
"Andamia pacifica","High"
"Andamia reyi","High"
"Andamia tetradactylus","High"
"Andersonia leptura","High"
"Andinoacara biseriatus","Medium"
"Andinoacara blombergi","High"
"Andinoacara coeruleopunctatus","Medium"
"Andinoacara latifrons","Medium"
"Andinoacara pulcher","High"
"Andinoacara rivulatus","Medium"
"Andinoacara sapayensis","Medium"
"Andinoacara stalsbergi","High"
"Andriashevia aptera","Medium"
"Andriashevicottus megacephalus","Low"
"Anduzedoras oxyrhynchus","Medium"
"Anematichthys repasson","Medium"
"Anguilla anguilla","Low"
"Anguilla australis","Low"
"Anguilla bengalensis","Very low"
"Anguilla bicolor","Low"
"Anguilla borneensis","Very low"
"Anguilla celebesensis","Very low"
"Anguilla dieffenbachii","Very low"
"Anguilla interioris","Very low"
"Anguilla japonica","Low"
"Anguilla labiata","Low"
"Anguilla luzonensis","Very low"
"Anguilla malgumora","Very low"
"Anguilla marmorata","Very low"
"Anguilla megastoma","Very low"
"Anguilla mossambica","Very low"
"Anguilla nebulosa","Very low"
"Anguilla obscura","Very low"
"Anguilla reinhardtii","Very low"
"Anguilla rostrata","Low"
"Anisarchus macrops","Medium"
"Anisarchus medius","Medium"
"Anisochromis kenyae","High"
"Anisochromis mascarenensis","High"
"Anisochromis straussi","High"
"Anisotremus caesius","Medium"
"Anisotremus davidsonii","Medium"
"Anisotremus interruptus","Low"
"Anisotremus moricandi","High"
"Anisotremus scapularis","Medium"
"Anisotremus surinamensis","Low"
"Anisotremus taeniatus","Medium"
"Anisotremus virginicus","Medium"
"Anodontiglanis dahli","Medium"
"Anodontostoma chacunda","High"
"Anodontostoma selangkat","High"
"Anodontostoma thailandiae","High"
"Anomalochromis thomasi","Medium"
"Anoplagonus inermis","High"
"Anoplagonus occidentalis","High"
"Anoplarchus insignis","Medium"
"Anoplarchus purpurescens","Medium"
"Anoplogaster cornuta","Medium"
"Anoplopoma fimbria","Very low"
"Anostomoides atrianalis","Medium"
"Anostomoides laticeps","Medium"
"Anostomoides passionis","Medium"
"Anostomus anostomus","High"
"Anostomus brevior","High"
"Anostomus longus","High"
"Anostomus ternetzi","High"
"Anostomus ucayalensis","High"
"Anotopterus nikparini","Medium"
"Anotopterus pharao","Low"
"Anotopterus vorax","Low"
"Anoxypristis cuspidata","Low"
"Antennablennius adenensis","High"
"Antennablennius australis","High"
"Antennablennius bifilum","High"
"Antennablennius ceylonensis","High"
"Antennablennius hypenetes","High"
"Antennablennius sexfasciatus","High"
"Antennablennius simonyi","High"
"Antennablennius variopunctatus","High"
"Antennablennius velifer","High"
"Antennarius biocellatus","High"
"Antennarius commerson","High"
"Antennarius hispidus","High"
"Antennarius indicus","High"
"Antennarius maculatus","High"
"Antennarius multiocellatus","High"
"Antennarius pardalis","High"
"Antennarius pauciradiatus","High"
"Antennarius pictus","High"
"Antennarius randalli","High"
"Antennarius striatus","High"
"Antennatus analis","High"
"Antennatus bermudensis","High"
"Antennatus coccineus","High"
"Antennatus dorehensis","High"
"Antennatus duescus","High"
"Antennatus flagellatus","High"
"Antennatus linearis","High"
"Antennatus nummifer","High"
"Antennatus rosaceus","High"
"Antennatus sanguineus","High"
"Antennatus strigatus","High"
"Antennatus tuberosus","High"
"Anthias anthias","Medium"
"Anthias asperilinguis","High"
