"","type","class","order","family","genus","species","species_saup","comm_name","resilience","habitat"
"537","fish","Actinopterygii","Perciformes","Istiophoridae","Tetrapturus","Tetrapturus pfluegeri","Tetrapturus pfluegeri","Longbill spearfish","Medium","pelagic-oceanic"
"538","fish","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trecae","Trachurus trecae","Cunene horse mackerel","Medium","benthopelagic"
"539","fish","Actinopterygii","Perciformes","Sciaenidae","Umbrina","Umbrina canariensis","Umbrina canariensis","Canary drum","Medium","demersal"
"540","fish","Actinopterygii","Acipenseriformes","Acipenseridae","Acipenser","Acipenser gueldenstaedtii","Acipenser gueldenstaedtii","Danube sturgeon","Very low","demersal"
"541","fish","Actinopterygii","Acipenseriformes","Acipenseridae","Acipenser","Acipenser stellatus","Acipenser stellatus","Starry sturgeon","Low","demersal"
"542","fish","Actinopterygii","Acipenseriformes","Acipenseridae","Acipenser","Acipenser sturio","Acipenser sturio","Sturgeon","Very low","demersal"
"543","fish","Actinopterygii","Clupeiformes","Clupeidae","Alosa","Alosa immaculata","Alosa immaculata","Pontic shad","Medium","pelagic-neritic"
"544","fish","Actinopterygii","Perciformes","Sciaenidae","Argyrosomus","Argyrosomus regius","Argyrosomus regius","Meagre","Low","benthopelagic"
"545","fish","Actinopterygii","Atheriniformes","Atherinidae","Atherina","Atherina boyeri","Atherina boyeri","Bigscale sand smelt","Medium","demersal"
"546","invert","Gastropoda","Neogastropoda","Muricidae","Bolinus","Bolinus brandaris","Bolinus brandaris","Purple dye murex",NA,"benthic"
"547","invert","Bivalvia","Veneroida","Veneridae","Chamelea","Chamelea gallina","Chamelea gallina","Striped venus",NA,"benthic"
"548","fish","Actinopterygii","Clupeiformes","Clupeidae","Clupeonella","Clupeonella cultriventris","Clupeonella cultriventris","Caspian Sea sprat","Medium","pelagic-neritic"
"549","fish","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","Dasyatis pastinaca","Dasyatis pastinaca","Common stingray","Very low","demersal"
"550","fish","Actinopterygii","Perciformes","Sparidae","Dentex","Dentex dentex","Dentex dentex","Common dentex","Low","benthopelagic"
"551","fish","Actinopterygii","Perciformes","Sparidae","Diplodus","Diplodus annularis","Diplodus annularis","Annular seabream","Medium","benthopelagic"
"552","fish","Actinopterygii","Perciformes","Sparidae","Diplodus","Diplodus puntazzo","Diplodus puntazzo","Sharpsnout seabream","Medium","benthopelagic"
"553","fish","Actinopterygii","Perciformes","Sparidae","Diplodus","Diplodus vulgaris","Diplodus vulgaris","Common twobanded seabream","Medium","benthopelagic"
"554","fish","Actinopterygii","Perciformes","Gobiidae","Gobius","Gobius niger","Gobius niger","Black goby","Medium","demersal"
"555","invert","Malacostraca","Decapoda","Goneplacidae","Goneplax","Goneplax rhomboides","Goneplax rhomboides","Goneplax rhomboides",NA,"benthic"
"556","fish","Actinopterygii","Acipenseriformes","Acipenseridae","Huso","Huso huso","Huso huso","Beluga","Very low","pelagic-neritic"
"557","fish","Actinopterygii","Mugiliformes","Mugilidae","Chelon","Chelon auratus","Liza aurata","Golden grey mullet","Medium","pelagic-neritic"
"558","fish","Actinopterygii","Mugiliformes","Mugilidae","Chelon","Chelon saliens","Liza saliens","Leaping mullet","Medium","demersal"
"559","fish","Actinopterygii","Perciformes","Mullidae","Mullus","Mullus surmuletus","Mullus surmuletus","Surmullet","Medium","demersal"
"560","invert","Bivalvia","Myoida","Myidae","Mya","Mya arenaria","Mya arenaria","Sand gaper",NA,"benthic"
"561","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","Mytilus galloprovincialis","Mytilus galloprovincialis","Mediterranean mussel",NA,"benthic"
"562","fish","Actinopterygii","Perciformes","Sparidae","Oblada","Oblada melanura","Oblada melanura","Saddled seabream","Medium","benthopelagic"
"563","fish","Actinopterygii","Perciformes","Sparidae","Pagrus","Pagrus pagrus","Pagrus pagrus","Red porgy","Medium","benthopelagic"
"564","invert","Malacostraca","Decapoda","Palinuridae","Palinurus","Palinurus elephas","Palinurus elephas","Common spiny lobster",NA,"benthic"
"565","fish","Actinopterygii","Perciformes","Sciaenidae","Sciaena","Sciaena umbra","Sciaena umbra","Brown meagre","Medium","demersal"
"566","fish","Actinopterygii","Scorpaeniformes","Scorpaenidae","Scorpaena","Scorpaena porcus","Scorpaena porcus","Black scorpionfish","Medium","demersal"
"567","fish","Actinopterygii","Perciformes","Serranidae","Serranus","Serranus cabrilla","Serranus cabrilla","Comber","Medium","demersal"
"568","fish","Actinopterygii","Perciformes","Sparidae","Sparus","Sparus aurata","Sparus aurata","Gilthead seabream","Medium","demersal"
"569","fish","Actinopterygii","Perciformes","Sparidae","Spicara","Spicara maena","Spicara maena","Blotched picarel","Medium","pelagic-neritic"
"570","fish","Actinopterygii","Perciformes","Sparidae","Spicara","Spicara smaris","Spicara smaris","Picarel","Medium","pelagic-neritic"
"571","fish","Elasmobranchii","Squatiniformes","Squatinidae","Squatina","Squatina squatina","Squatina squatina","Angelshark","Low","demersal"
"572","invert","Malacostraca","Stomatopoda","Squillidae","Squilla","Squilla mantis","Squilla mantis","Spottail mantis squillid",NA,"benthic"
"573","fish","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus mediterraneus","Trachurus mediterraneus","Mediterranean horse mackerel","Medium","pelagic-oceanic"
"574","fish","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trachurus","Trachurus trachurus","Atlantic horse mackerel","Medium","pelagic-neritic"
"575","fish","Actinopterygii","Scorpaeniformes","Triglidae","Chelidonichthys","Chelidonichthys lastoviza","Trigloporus lastoviza","Streaked gurnard","Medium","demersal"
"576","fish","Actinopterygii","Perciformes","Sciaenidae","Umbrina","Umbrina cirrosa","Umbrina cirrosa","Shi drum","Medium","demersal"
"577","fish","Actinopterygii","Albuliformes","Albulidae","Albula","Albula vulpes","Albula vulpes","Bonefish","Low","reef-associated"
"578","fish","Actinopterygii","Clupeiformes","Clupeidae","Alosa","Alosa sapidissima","Alosa sapidissima","American shad","Low","pelagic-neritic"
"579","fish","Actinopterygii","Perciformes","Sciaenidae","Atractoscion","Atractoscion nobilis","Atractoscion nobilis","White weakfish","Low","demersal"
"580","invert","Malacostraca","Decapoda","Cancridae","Cancer","Cancer productus","Cancer productus","Pacific rock crab",NA,"benthic"
"581","fish","Actinopterygii","Perciformes","Malacanthidae","Caulolatilus","Caulolatilus princeps","Caulolatilus princeps","Ocean whitefish","Low","reef-associated"
"582","fish","Actinopterygii","Clupeiformes","Engraulidae","Cetengraulis","Cetengraulis mysticetus","Cetengraulis mysticetus","Pacific anchoveta","High","pelagic-neritic"
"583","fish","Actinopterygii","Pleuronectiformes","Paralichthyidae","Citharichthys","Citharichthys sordidus","Citharichthys sordidus","Pacific sanddab","Medium","demersal"
"584","invert","Bivalvia","Veneroida","Cardiidae","Clinocardium","Clinocardium nuttallii","Clinocardium nuttallii","Nuttall cockle",NA,"benthic"
"585","fish","Actinopterygii","Perciformes","Serranidae","Diplectrum","Diplectrum pacificum","Diplectrum pacificum","Inshore sand perch","Medium","demersal"
"586","invert","Cephalopoda","Teuthida","Loliginidae","Doryteuthis","Doryteuthis opalescens","Doryteuthis opalescens","California market squid",NA,"pelagic"
"587","invert","Cephalopoda","Teuthida","Ommastrephidae","Dosidicus","Dosidicus gigas","Dosidicus gigas","Jumbo flying squid",NA,"pelagic"
"588","fish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Engraulis mordax","Californian anchovy","Medium","pelagic-neritic"
"589","fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Eopsetta","Eopsetta jordani","Eopsetta jordani","Petrale sole","Medium","demersal"
"590","fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","Epinephelus analogus","Epinephelus analogus","Spotted grouper","Medium","reef-associated"
"591","fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","Epinephelus itajara","Epinephelus itajara","Goliath grouper","Low","reef-associated"
"592","fish","Actinopterygii","Perciformes","Scombridae","Euthynnus","Euthynnus lineatus","Euthynnus lineatus","Black skipjack","Medium","pelagic-oceanic"
"593","invert","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus","Farfantepenaeus brevirostris","Farfantepenaeus brevirostris","Crystal shrimp",NA,"demersal"
"594","invert","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus","Farfantepenaeus californiensis","Farfantepenaeus californiensis","Yellowleg shrimp",NA,"benthic"
"595","fish","Actinopterygii","Perciformes","Sciaenidae","Genyonemus","Genyonemus lineatus","Genyonemus lineatus","White croaker","Medium","benthopelagic"
"596","fish","Actinopterygii","Perciformes","Kyphosidae","Girella","Girella nigricans","Girella nigricans","Opaleye","Medium","benthopelagic"
"597","fish","Actinopterygii","Perciformes","Lutjanidae","Hoplopagrus","Hoplopagrus guentherii","Hoplopagrus guentherii","Mexican barred snapper","Low","reef-associated"
"598","fish","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","Hydrolagus colliei","Hydrolagus colliei","Spotted ratfish","Low","demersal"
"599","fish","Actinopterygii","Osmeriformes","Osmeridae","Hypomesus","Hypomesus pretiosus","Hypomesus pretiosus","Surf smelt","Medium","benthopelagic"
"600","fish","Actinopterygii","Clupeiformes","Clupeidae","Lile","Lile stolifera","Lile stolifera","Pacific piquitinga","High","pelagic-neritic"
"601","invert","Malacostraca","Decapoda","Penaeidae","Litopenaeus","Litopenaeus stylirostris","Litopenaeus stylirostris","Blue shrimp",NA,"benthic"
"602","fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus argentiventris","Lutjanus argentiventris","Yellow snapper","Low","reef-associated"
"603","fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus guttatus","Lutjanus guttatus","Spotted rose snapper","Medium","reef-associated"
"604","fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus peru","Lutjanus peru","Pacific red snapper","Medium","reef-associated"
"605","fish","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius productus","Merluccius productus","North Pacific hake","Medium","pelagic-neritic"
"606","invert","Malacostraca","Decapoda","Cancridae","Metacarcinus","Metacarcinus magister","Metacarcinus magister","Dungeness crab",NA,"benthic"
"607","fish","Actinopterygii","Gadiformes","Gadidae","Microgadus","Microgadus proximus","Microgadus proximus","Pacific tomcod","Medium","demersal"
"608","fish","Actinopterygii","Mugiliformes","Mugilidae","Mugil","Mugil curema","Mugil curema","White mullet","Medium","reef-associated"
"609","fish","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus","Mustelus henlei","Mustelus henlei","Brown smoothhound","Low","demersal"
"610","fish","Actinopterygii","Perciformes","Serranidae","Mycteroperca","Mycteroperca xenarcha","Mycteroperca xenarcha","Broomtail grouper","Low","demersal"
"611","fish","Actinopterygii","Clupeiformes","Clupeidae","Opisthonema","Opisthonema libertate","Opisthonema libertate","Pacific thread herring","High","pelagic-neritic"
"612","invert","Malacostraca","Decapoda","Pandalidae","Pandalus","Pandalus jordani","Pandalus jordani","Ocean shrimp",NA,"benthic"
"613","fish","Actinopterygii","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys californicus","Paralichthys californicus","California flounder","Low","demersal"
"614","fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Parophrys","Parophrys vetulus","Parophrys vetulus","English sole","Medium","demersal"
"615","fish","Actinopterygii","Perciformes","Stromateidae","Peprilus","Peprilus simillimus","Peprilus simillimus","Pacific pompano","High","benthopelagic"
"616","fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys","Pleuronichthys decurrens","Pleuronichthys decurrens","Curlfin sole","Medium","demersal"
"617","fish","Actinopterygii","Scorpaeniformes","Triglidae","Prionotus","Prionotus stephanophrys","Prionotus stephanophrys","Lumptail searobin","Medium","demersal"
"618","fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Psettichthys","Psettichthys melanostictus","Psettichthys melanostictus","Pacific sand sole","Medium","demersal"
"619","fish","Elasmobranchii","Rajiformes","Rajidae","Beringraja","Beringraja stellulata","Raja stellulata","Starry skate","Low","demersal"
"620","fish","Actinopterygii","Perciformes","Scombridae","Sarda","Sarda chiliensis","Sarda chiliensis","Eastern Pacific bonito","Medium","pelagic-neritic"
"621","fish","Actinopterygii","Perciformes","Scombridae","Sarda","Sarda lineolata","Sarda chiliensis lineolata","Pacific bonito","Medium","pelagic-neritic"
"622","fish","Actinopterygii","Perciformes","Scombridae","Scomber","Scomber japonicus","Scomber japonicus","Chub mackerel","Medium","pelagic-neritic"
"623","fish","Actinopterygii","Perciformes","Scombridae","Scomberomorus","Scomberomorus sierra","Scomberomorus sierra","Pacific sierra","Medium","pelagic-neritic"
"624","fish","Actinopterygii","Scorpaeniformes","Cottidae","Scorpaenichthys","Scorpaenichthys marmoratus","Scorpaenichthys marmoratus","Cabezon","Medium","demersal"
"625","fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes goodei","Sebastes goodei","Chilipepper rockfish","Medium","demersal"
"626","fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastolobus","Sebastolobus alascanus","Sebastolobus alascanus","Shortspine thornyhead","Very low","demersal"
"627","fish","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","Semicossyphus pulcher","California sheephead","Very low","reef-associated"
"628","invert","Malacostraca","Decapoda","Sicyoniidae","Sicyonia","Sicyonia ingentis","Sicyonia ingentis","Ridgeback rock shrimp",NA,"benthic"
"629","fish","Elasmobranchii","Squaliformes","Somniosidae","Somniosus","Somniosus pacificus","Somniosus pacificus","Pacific sleeper shark","Low","benthopelagic"
"630","fish","Actinopterygii","Perciformes","Polyprionidae","Stereolepis","Stereolepis gigas","Stereolepis gigas","Giant seabass","Very low","demersal"
"631","fish","Actinopterygii","Pleuronectiformes","Paralichthyidae","Syacium","Syacium ovale","Syacium ovale","Oval flounder","High","demersal"
"632","fish","Actinopterygii","Aulopiformes","Synodontidae","Synodus","Synodus scituliceps","Synodus scituliceps","Shorthead lizardfish","High","demersal"
"633","fish","Actinopterygii","Osmeriformes","Osmeridae","Thaleichthys","Thaleichthys pacificus","Thaleichthys pacificus","Eulachon","Medium","pelagic-neritic"
"634","fish","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus orientalis","Thunnus orientalis","Pacific bluefin tuna","Medium","pelagic-oceanic"
"635","fish","Actinopterygii","Perciformes","Sciaenidae","Totoaba","Totoaba macdonaldi","Totoaba macdonaldi","Totoaba","Low","benthopelagic"
"636","fish","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus symmetricus","Trachurus symmetricus","Pacific jack mackerel","Low","pelagic-oceanic"
"637","invert","Bivalvia","Veneroida","Mactridae","Tresus","Tresus nuttallii","Tresus nuttallii","Pacific gaper clam",NA,"benthic"
"638","invert","Malacostraca","Decapoda","Upogebiidae","Upogebia","Upogebia pugettensis","Upogebia pugettensis","Blue mud shrimp",NA,"benthic"
"639","fish","Actinopterygii","Osmeriformes","Alepocephalidae","Alepocephalus","Alepocephalus bairdii","Alepocephalus bairdii","Baird's slickhead","Low","bathydemersal"
"640","fish","Actinopterygii","Gadiformes","Macrouridae","Coryphaenoides","Coryphaenoides rupestris","Coryphaenoides rupestris","Roundnose grenadier","Low","bathypelagic"
"641","invert","Cephalopoda","Teuthida","Ommastrephidae","Illex","Illex illecebrosus","Illex illecebrosus","Northern shortfin squid",NA,"pelagic"
"642","fish","Actinopterygii","Osmeriformes","Osmeridae","Osmerus","Osmerus mordax","Osmerus mordax mordax","Rainbow smelt","Medium","pelagic-oceanic"
"643","invert","Malacostraca","Decapoda","Pandalidae","Pandalus","Pandalus montagui","Pandalus montagui","Aesop shrimp",NA,"benthic"
"644","fish","Actinopterygii","Gadiformes","Phycidae","Urophycis","Urophycis tenuis","Urophycis tenuis","White hake","Low","demersal"
"645","fish","Actinopterygii","Perciformes","Pomacentridae","Similiparma","Similiparma lurida","Abudefduf luridus","Canary damsel","High","reef-associated"
