"area_name","scientific_name","common_name","trawl_perc_rep","trawl_perc_tot","stockid"
"Celtic-Biscay Shelf","Diplodus annularis","Annular seabream",0,0,"Celtic-Biscay Shelf-Diplodus annularis"
"Celtic-Biscay Shelf","Diplodus cervinus cervinus","Zebra seabream",20.0181111159395,20.0181111159395,"Celtic-Biscay Shelf-Diplodus cervinus cervinus"
"Celtic-Biscay Shelf","Diplodus vulgaris","Common twobanded seabream",10.0273085037163,10.0273085037163,"Celtic-Biscay Shelf-Diplodus vulgaris"
"Celtic-Biscay Shelf","Dipturus batis","Blue skate",35.4269055392059,35.4269055392059,"Celtic-Biscay Shelf-Dipturus batis"
"Celtic-Biscay Shelf","Dipturus nidarosiensis","Norwegian skate",0,0,"Celtic-Biscay Shelf-Dipturus nidarosiensis"
"Celtic-Biscay Shelf","Dipturus oxyrinchus","Longnosed skate",35.3535424313902,35.3535424313902,"Celtic-Biscay Shelf-Dipturus oxyrinchus"
"Celtic-Biscay Shelf","Donax","Bean clams",21.9442828717195,21.9442828717195,"Celtic-Biscay Shelf-Donax"
"Celtic-Biscay Shelf","Dosinia","Dosinia clams",31.6666666253333,31.6666666253333,"Celtic-Biscay Shelf-Dosinia"
"Celtic-Biscay Shelf","Echinoidea","Sea urchins, sea hedgehogs",0,0,"Celtic-Biscay Shelf-Echinoidea"
"Celtic-Biscay Shelf","Echinozoa","Sea urchins and sea cucumbers",0,0,"Celtic-Biscay Shelf-Echinozoa"
"Celtic-Biscay Shelf","Echinus esculentus","European edible sea urchin",0,0,"Celtic-Biscay Shelf-Echinus esculentus"
"Celtic-Biscay Shelf","Elasmobranchii","Sharks, rays, skates",59.5388001588478,59.5388001588478,"Celtic-Biscay Shelf-Elasmobranchii"
"Celtic-Biscay Shelf","Eledone","Horned, musky octopuses",0,0,"Celtic-Biscay Shelf-Eledone"
"Celtic-Biscay Shelf","Eledone cirrhosa","Horned octopus",0,0,"Celtic-Biscay Shelf-Eledone cirrhosa"
"Celtic-Biscay Shelf","Engraulis encrasicolus","European anchovy",27.8206438058859,27.8206438058859,"Celtic-Biscay Shelf-Engraulis encrasicolus"
"Celtic-Biscay Shelf","Ensis ensis","Pod razor",0,0,"Celtic-Biscay Shelf-Ensis ensis"
"Celtic-Biscay Shelf","Ensis siliqua","Sword razor shell",0.0246606459708079,0.0246606459708079,"Celtic-Biscay Shelf-Ensis siliqua"
"Celtic-Biscay Shelf","Epigonus telescopus","Black cardinal fish",22.743436300387,22.743436300387,"Celtic-Biscay Shelf-Epigonus telescopus"
"Celtic-Biscay Shelf","Epinephelus","Seabasses, hinds",0,0,"Celtic-Biscay Shelf-Epinephelus"
"Celtic-Biscay Shelf","Epinephelus marginatus","Dusky grouper",25.2862491617383,25.2862491617383,"Celtic-Biscay Shelf-Epinephelus marginatus"
"Celtic-Biscay Shelf","Etmopterus","Lanternsharks",8.33333333333333,8.33333333333333,"Celtic-Biscay Shelf-Etmopterus"
"Celtic-Biscay Shelf","Etmopterus princeps","Great lanternshark",0,0,"Celtic-Biscay Shelf-Etmopterus princeps"
"Celtic-Biscay Shelf","Etmopterus spinax","Velvet belly",49.9991830457203,49.9991830457203,"Celtic-Biscay Shelf-Etmopterus spinax"
"Celtic-Biscay Shelf","Euthynnus alletteratus","Little tunny",99.5268011271402,99.5268011271402,"Celtic-Biscay Shelf-Euthynnus alletteratus"
"Celtic-Biscay Shelf","Eutrigla gurnardus","Grey gurnard",19.9718295677513,19.9718295677513,"Celtic-Biscay Shelf-Eutrigla gurnardus"
"Celtic-Biscay Shelf","Gadidae","Cods, haddocks",NA,NA,"Celtic-Biscay Shelf-Gadidae"
"Celtic-Biscay Shelf","Gadiformes","Cods",0,0,"Celtic-Biscay Shelf-Gadiformes"
"Celtic-Biscay Shelf","Gadus morhua","Atlantic cod",44.4928094676824,44.4928094676824,"Celtic-Biscay Shelf-Gadus morhua"
"Celtic-Biscay Shelf","Gaidropsarus","Rocklings",22.4695081979789,22.4695081979789,"Celtic-Biscay Shelf-Gaidropsarus"
"Celtic-Biscay Shelf","Galeocerdo cuvier","Tiger shark",66.6666666666667,66.6666666666667,"Celtic-Biscay Shelf-Galeocerdo cuvier"
"Celtic-Biscay Shelf","Galeorhinus galeus","Tope shark",23.2606901324905,23.2606901324905,"Celtic-Biscay Shelf-Galeorhinus galeus"
"Celtic-Biscay Shelf","Galeus","Sawtail catsharks",4.43983335856223,4.43983335856223,"Celtic-Biscay Shelf-Galeus"
"Celtic-Biscay Shelf","Galeus melastomus","Blackmouth catshark",83.254686782032,83.254686782032,"Celtic-Biscay Shelf-Galeus melastomus"
"Celtic-Biscay Shelf","Gastropoda","Sea snails",20.2616444027311,20.2616444027311,"Celtic-Biscay Shelf-Gastropoda"
"Celtic-Biscay Shelf","Gempylidae","Snake mackerels",0,0,"Celtic-Biscay Shelf-Gempylidae"
"Celtic-Biscay Shelf","Glycymeris glycymeris","Dog cockle",67.8266091825145,67.8266091825145,"Celtic-Biscay Shelf-Glycymeris glycymeris"
"Celtic-Biscay Shelf","Glyptocephalus cynoglossus","Witch flounder",40.4932105484494,40.4932105484494,"Celtic-Biscay Shelf-Glyptocephalus cynoglossus"
"Celtic-Biscay Shelf","Gobiidae","Gobies",16.1872804362494,16.1872804362494,"Celtic-Biscay Shelf-Gobiidae"
"Celtic-Biscay Shelf","Gymnothorax","Morays",0,0,"Celtic-Biscay Shelf-Gymnothorax"
"Celtic-Biscay Shelf","Haemulidae","Grunts, sweetlips, bonnetmouths",0,0,"Celtic-Biscay Shelf-Haemulidae"
"Celtic-Biscay Shelf","Haliotis tuberculata","Tuberculate abalone",25.8424581644645,25.8424581644645,"Celtic-Biscay Shelf-Haliotis tuberculata"
"Celtic-Biscay Shelf","Helicolenus dactylopterus","Blackbelly rosefish",11.2292560332806,11.2292560332806,"Celtic-Biscay Shelf-Helicolenus dactylopterus"
"Celtic-Biscay Shelf","Hexanchus griseus","Bluntnose sixgill shark",54.4785173373997,54.4785173373997,"Celtic-Biscay Shelf-Hexanchus griseus"
"Celtic-Biscay Shelf","Hippoglossoides platessoides","American plaice",34.2175000003283,34.2175000003283,"Celtic-Biscay Shelf-Hippoglossoides platessoides"
"Celtic-Biscay Shelf","Hippoglossus hippoglossus","Atlantic halibut",89.1126248444341,89.1126248444341,"Celtic-Biscay Shelf-Hippoglossus hippoglossus"
"Celtic-Biscay Shelf","Holothuroidea","Sea cucumbers",0,0,"Celtic-Biscay Shelf-Holothuroidea"
"Celtic-Biscay Shelf","Homarus gammarus","European lobster",9.46415927160201,9.46415927160201,"Celtic-Biscay Shelf-Homarus gammarus"
"Celtic-Biscay Shelf","Hoplostethus atlanticus","Orange roughy",55.5305283796735,55.5305283796735,"Celtic-Biscay Shelf-Hoplostethus atlanticus"
"Celtic-Biscay Shelf","Hydrolagus","Ghostsharks",100,100,"Celtic-Biscay Shelf-Hydrolagus"
"Celtic-Biscay Shelf","Hydrolagus mirabilis","Largeeyed rabbitfish",0,0,"Celtic-Biscay Shelf-Hydrolagus mirabilis"
"Celtic-Biscay Shelf","Illex coindetii","Broadtail shortfin squid",71.4285714285714,71.4285714285714,"Celtic-Biscay Shelf-Illex coindetii"
"Celtic-Biscay Shelf","Istiophoridae","Billfishes",0,0,"Celtic-Biscay Shelf-Istiophoridae"
"Celtic-Biscay Shelf","Istiophorus albicans","Atlantic sailfish",16.6666666666667,16.6666666666667,"Celtic-Biscay Shelf-Istiophorus albicans"
"Celtic-Biscay Shelf","Isurus","Mako sharks",0,0,"Celtic-Biscay Shelf-Isurus"
"Celtic-Biscay Shelf","Isurus oxyrinchus","Shortfin mako",3.25055830788608,3.25055830788608,"Celtic-Biscay Shelf-Isurus oxyrinchus"
"Celtic-Biscay Shelf","Kajikia albida","Atlantic white marlin",0,0,"Celtic-Biscay Shelf-Kajikia albida"
"Celtic-Biscay Shelf","Katsuwonus pelamis","Skipjack tuna",56.2937973525634,56.2937973525634,"Celtic-Biscay Shelf-Katsuwonus pelamis"
"Celtic-Biscay Shelf","Labridae","Wrasses, gropers, tuskfishes",0,0,"Celtic-Biscay Shelf-Labridae"
"Celtic-Biscay Shelf","Labrus bergylta","Ballan wrasse",0,0,"Celtic-Biscay Shelf-Labrus bergylta"
"Celtic-Biscay Shelf","Lamna nasus","Porbeagle",17.2654028507776,17.2654028507776,"Celtic-Biscay Shelf-Lamna nasus"
"Celtic-Biscay Shelf","Lamnidae","Mackerel/white sharks",20,20,"Celtic-Biscay Shelf-Lamnidae"
"Celtic-Biscay Shelf","Lampris guttatus","Opah",0,0,"Celtic-Biscay Shelf-Lampris guttatus"
"Celtic-Biscay Shelf","Lepidocybium flavobrunneum","Escolar",0,0,"Celtic-Biscay Shelf-Lepidocybium flavobrunneum"
"Celtic-Biscay Shelf","Lepidopus caudatus","Silver scabbardfish",50.5016446653863,50.5016446653863,"Celtic-Biscay Shelf-Lepidopus caudatus"
"Celtic-Biscay Shelf","Lepidorhombus","Megrims",61.9319998307355,61.9319998307355,"Celtic-Biscay Shelf-Lepidorhombus"
"Celtic-Biscay Shelf","Lepidorhombus boscii","Fourspot megrim",0,0,"Celtic-Biscay Shelf-Lepidorhombus boscii"
"Celtic-Biscay Shelf","Lepidorhombus whiffiagonis","Megrim",49.9988304213716,49.9988304213716,"Celtic-Biscay Shelf-Lepidorhombus whiffiagonis"
"Celtic-Biscay Shelf","Leucoraja circularis","Sandy ray",46.6455303680053,46.6455303680053,"Celtic-Biscay Shelf-Leucoraja circularis"
"Celtic-Biscay Shelf","Leucoraja fullonica","Shagreen ray",32.4855641146324,32.4855641146324,"Celtic-Biscay Shelf-Leucoraja fullonica"
"Celtic-Biscay Shelf","Leucoraja naevus","Cuckoo ray",41.2500373477914,41.2500373477914,"Celtic-Biscay Shelf-Leucoraja naevus"
"Celtic-Biscay Shelf","Lichia amia","Leerfish",0,0,"Celtic-Biscay Shelf-Lichia amia"
"Celtic-Biscay Shelf","Limanda limanda","Common dab",60.8197321864634,60.8197321864634,"Celtic-Biscay Shelf-Limanda limanda"
"Celtic-Biscay Shelf","Liocarcinus depurator","Blueleg swimcrab",18.9999999995583,18.9999999995583,"Celtic-Biscay Shelf-Liocarcinus depurator"
"Celtic-Biscay Shelf","Lithognathus mormyrus","Sand steenbras",20.1062002394689,20.1062002394689,"Celtic-Biscay Shelf-Lithognathus mormyrus"
"Celtic-Biscay Shelf","Littorina","Periwinkles",39.7854635000207,39.7854635000207,"Celtic-Biscay Shelf-Littorina"
"Celtic-Biscay Shelf","Littorina littorea","Common periwinkle",0.0930823592617508,0.0930823592617508,"Celtic-Biscay Shelf-Littorina littorea"
"Celtic-Biscay Shelf","Littorinidae","Littorinidae",0,0,"Celtic-Biscay Shelf-Littorinidae"
"Celtic-Biscay Shelf","Liza aurata","Golden grey mullet",0,0,"Celtic-Biscay Shelf-Liza aurata"
"Celtic-Biscay Shelf","Liza ramada","Thinlip grey mullet",0.000601462122602934,0.000601462122602934,"Celtic-Biscay Shelf-Liza ramada"
"Celtic-Biscay Shelf","Liza saliens","Leaping mullet",0,0,"Celtic-Biscay Shelf-Liza saliens"
"Celtic-Biscay Shelf","Loliginidae","Common pencil squids",37.2785728651371,37.2785728651371,"Celtic-Biscay Shelf-Loliginidae"
"Celtic-Biscay Shelf","Loligo","Common squids",0.0231767786583005,0.0231767786583005,"Celtic-Biscay Shelf-Loligo"
"Celtic-Biscay Shelf","Loligo forbesii","Veined squid",100,100,"Celtic-Biscay Shelf-Loligo forbesii"
"Celtic-Biscay Shelf","Lophiidae","Goosefishes",20.8490841305101,20.8490841305101,"Celtic-Biscay Shelf-Lophiidae"
"Celtic-Biscay Shelf","Lophius","Frogfishes",15.3441550189463,15.3441550189463,"Celtic-Biscay Shelf-Lophius"
"Celtic-Biscay Shelf","Lophius budegassa","Blackbellied angler",0,0,"Celtic-Biscay Shelf-Lophius budegassa"
"Celtic-Biscay Shelf","Lophius piscatorius","Angler",75.6689013192811,75.6689013192811,"Celtic-Biscay Shelf-Lophius piscatorius"
"Celtic-Biscay Shelf","Macrouridae","Grenadiers, rattails",NA,NA,"Celtic-Biscay Shelf-Macrouridae"
"Celtic-Biscay Shelf","Macrourus berglax","Roughhead grenadier",94.0402276587758,94.0402276587758,"Celtic-Biscay Shelf-Macrourus berglax"
"Celtic-Biscay Shelf","Mactridae","Mactra surf clams",55.5555555555556,55.5555555555556,"Celtic-Biscay Shelf-Mactridae"
"Celtic-Biscay Shelf","Malacostraca","Lobsters, crabs, shrimps, krill",11.6683462840043,11.6683462840043,"Celtic-Biscay Shelf-Malacostraca"
"Celtic-Biscay Shelf","Marine finfishes not identified","Finfishes",0.339899844393272,0.339899844393272,"Celtic-Biscay Shelf-Marine finfishes not identified"
"Celtic-Biscay Shelf","Marine fishes not identified","Marine fishes nei",29.3052108621755,29.3052108621755,"Celtic-Biscay Shelf-Marine fishes not identified"
"Celtic-Biscay Shelf","Marine groundfishes not identified","Groundfishes",65.3571268761527,65.3571268761527,"Celtic-Biscay Shelf-Marine groundfishes not identified"
"Celtic-Biscay Shelf","Marine pelagic fishes not identified","Pelagic fishes",66.7172380391944,66.7172380391944,"Celtic-Biscay Shelf-Marine pelagic fishes not identified"
"Celtic-Biscay Shelf","Maurolicus muelleri","Silvery lightfish",0,0,"Celtic-Biscay Shelf-Maurolicus muelleri"
"Celtic-Biscay Shelf","Melanogrammus aeglefinus","Haddock",57.4593315499765,57.4593315499765,"Celtic-Biscay Shelf-Melanogrammus aeglefinus"
"Celtic-Biscay Shelf","Melicertus kerathurus","Caramote prawn",100,100,"Celtic-Biscay Shelf-Melicertus kerathurus"
"Celtic-Biscay Shelf","Mercenaria mercenaria","Northern quahog",31.8513628874373,31.8513628874373,"Celtic-Biscay Shelf-Mercenaria mercenaria"
"Celtic-Biscay Shelf","Merlangius merlangus","Whiting",46.7405958098202,46.7405958098202,"Celtic-Biscay Shelf-Merlangius merlangus"
"Celtic-Biscay Shelf","Merluccius","Hakes",0,0,"Celtic-Biscay Shelf-Merluccius"
"Celtic-Biscay Shelf","Merluccius merluccius","European hake",55.8593118710618,55.8593118710618,"Celtic-Biscay Shelf-Merluccius merluccius"
"Celtic-Biscay Shelf","Microchirus","Soles",71.4285714285714,71.4285714285714,"Celtic-Biscay Shelf-Microchirus"
"Celtic-Biscay Shelf","Microchirus variegatus","Thickback sole",37.4559548481154,37.4559548481154,"Celtic-Biscay Shelf-Microchirus variegatus"
"Celtic-Biscay Shelf","Micromesistius poutassou","Blue whiting",83.9795664652998,83.9795664652998,"Celtic-Biscay Shelf-Micromesistius poutassou"
"Celtic-Biscay Shelf","Microstomus kitt","Lemon sole",63.1864831212779,63.1864831212779,"Celtic-Biscay Shelf-Microstomus kitt"
"Celtic-Biscay Shelf","Mimachlamys varia","Variegated scallop",31.6666666666664,31.6666666666664,"Celtic-Biscay Shelf-Mimachlamys varia"
"Celtic-Biscay Shelf","Miscellaneous aquatic invertebrates","Aquatic invertebrates",6.33333333285,6.33333333285,"Celtic-Biscay Shelf-Miscellaneous aquatic invertebrates"
"Celtic-Biscay Shelf","Miscellaneous diadromous fishes","Diadromous fishes nei",25,25,"Celtic-Biscay Shelf-Miscellaneous diadromous fishes"
"Celtic-Biscay Shelf","Miscellaneous marine crustaceans","Marine crabs, shrimps, lobsters nei",40.551418567983,40.551418567983,"Celtic-Biscay Shelf-Miscellaneous marine crustaceans"
"Celtic-Biscay Shelf","Mola mola","Ocean sunfish",0,0,"Celtic-Biscay Shelf-Mola mola"
"Celtic-Biscay Shelf","Mollusca","Clams, seasnails, squids, octopuses",16.6891309783853,16.6891309783853,"Celtic-Biscay Shelf-Mollusca"
"Celtic-Biscay Shelf","Molva","Lings",28.5714285714286,28.5714285714286,"Celtic-Biscay Shelf-Molva"
"Celtic-Biscay Shelf","Molva dypterygia","Blue ling",9.31389598337197,9.31389598337197,"Celtic-Biscay Shelf-Molva dypterygia"
"Celtic-Biscay Shelf","Molva macrophthalma","Spanish ling",0,0,"Celtic-Biscay Shelf-Molva macrophthalma"
"Celtic-Biscay Shelf","Molva molva","Ling",25.5485006567747,25.5485006567747,"Celtic-Biscay Shelf-Molva molva"
"Celtic-Biscay Shelf","Mora moro","Common mora",24.4670460795784,24.4670460795784,"Celtic-Biscay Shelf-Mora moro"
"Celtic-Biscay Shelf","Moridae","Codlings, moras",34.7210572212681,34.7210572212681,"Celtic-Biscay Shelf-Moridae"
"Celtic-Biscay Shelf","Mugil","Grey mullets",0,0,"Celtic-Biscay Shelf-Mugil"
"Celtic-Biscay Shelf","Mugil cephalus","Flathead grey mullet",6.65078207670081,6.65078207670081,"Celtic-Biscay Shelf-Mugil cephalus"
"Celtic-Biscay Shelf","Mugilidae","Mullets, grey mullets",4.81569871082762,4.81569871082762,"Celtic-Biscay Shelf-Mugilidae"
"Celtic-Biscay Shelf","Mullidae","Goatfishes",0,0,"Celtic-Biscay Shelf-Mullidae"
"Celtic-Biscay Shelf","Mullus","Atlantic goatfishes",0,0,"Celtic-Biscay Shelf-Mullus"
"Celtic-Biscay Shelf","Mullus barbatus barbatus","Red mullet",63.0321662297967,63.0321662297967,"Celtic-Biscay Shelf-Mullus barbatus barbatus"
"Celtic-Biscay Shelf","Mullus surmuletus","Surmullet",33.0462663215263,33.0462663215263,"Celtic-Biscay Shelf-Mullus surmuletus"
"Celtic-Biscay Shelf","Muraena helena","Mediterranean moray",1.12576052986935,1.12576052986935,"Celtic-Biscay Shelf-Muraena helena"
"Celtic-Biscay Shelf","Muraenidae","Moray eels",0,0,"Celtic-Biscay Shelf-Muraenidae"
"Celtic-Biscay Shelf","Murex","Murex shells",0,0,"Celtic-Biscay Shelf-Murex"
"Celtic-Biscay Shelf","Mustelus","Smoothhounds",37.4431018356142,37.4431018356142,"Celtic-Biscay Shelf-Mustelus"
"Celtic-Biscay Shelf","Mustelus asterias","Starry smooth-hound",40,40,"Celtic-Biscay Shelf-Mustelus asterias"
"Celtic-Biscay Shelf","Mustelus mustelus","Smooth-hound",6.27741399759826,6.27741399759826,"Celtic-Biscay Shelf-Mustelus mustelus"
"Celtic-Biscay Shelf","Mya arenaria","Sand gaper",0,0,"Celtic-Biscay Shelf-Mya arenaria"
"Celtic-Biscay Shelf","Myliobatidae","Eagle/manta rays",31.25,31.25,"Celtic-Biscay Shelf-Myliobatidae"
"Celtic-Biscay Shelf","Myliobatis aquila","Common eagleray",18.5558682234942,18.5558682234942,"Celtic-Biscay Shelf-Myliobatis aquila"
"Celtic-Biscay Shelf","Mytilidae","Sea mussels",9.11413870552829,9.11413870552829,"Celtic-Biscay Shelf-Mytilidae"
"Celtic-Biscay Shelf","Mytiloida","Mussels",NA,NA,"Celtic-Biscay Shelf-Mytiloida"
"Celtic-Biscay Shelf","Mytilus","Edible sea mussels",31.748344304709,31.748344304709,"Celtic-Biscay Shelf-Mytilus"
"Celtic-Biscay Shelf","Mytilus edulis","Blue mussel",9.10849063207572,9.10849063207572,"Celtic-Biscay Shelf-Mytilus edulis"
"Celtic-Biscay Shelf","Mytilus galloprovincialis","Mediterranean mussel",0,0,"Celtic-Biscay Shelf-Mytilus galloprovincialis"
"Celtic-Biscay Shelf","Necora puber","Velvet swimcrab",11.7392152947697,11.7392152947697,"Celtic-Biscay Shelf-Necora puber"
"Celtic-Biscay Shelf","Nephropidae","Clawed lobsters",19.1555211607774,19.1555211607774,"Celtic-Biscay Shelf-Nephropidae"
"Celtic-Biscay Shelf","Nephrops norvegicus","Norway lobster",81.5208536747072,81.5208536747072,"Celtic-Biscay Shelf-Nephrops norvegicus"
"Celtic-Biscay Shelf","Nezumia aequalis","Common Atlantic grenadier",0,0,"Celtic-Biscay Shelf-Nezumia aequalis"
"Celtic-Biscay Shelf","Notoscopelus","Lampfish",0,0,"Celtic-Biscay Shelf-Notoscopelus"
"Celtic-Biscay Shelf","Oblada melanura","Saddled seabream",20.0783338363802,20.0783338363802,"Celtic-Biscay Shelf-Oblada melanura"
"Celtic-Biscay Shelf","Octopoda","Octopuses, argonauts",0,0,"Celtic-Biscay Shelf-Octopoda"
"Celtic-Biscay Shelf","Octopodidae","Octopuses",38.3052460029866,38.3052460029866,"Celtic-Biscay Shelf-Octopodidae"
"Celtic-Biscay Shelf","Octopus","Octopuses, pikas",99.9999944623252,99.9999944623252,"Celtic-Biscay Shelf-Octopus"
"Celtic-Biscay Shelf","Octopus vulgaris","Common octopus",22.7115965855919,22.7115965855919,"Celtic-Biscay Shelf-Octopus vulgaris"
"Celtic-Biscay Shelf","Ommastrephes bartramii","Neon flying squid",0,0,"Celtic-Biscay Shelf-Ommastrephes bartramii"
"Celtic-Biscay Shelf","Ommastrephidae","Arrow squids",23.8711123167776,23.8711123167776,"Celtic-Biscay Shelf-Ommastrephidae"
"Celtic-Biscay Shelf","Osmerus eperlanus","European smelt",99.9724582074234,99.9724582074234,"Celtic-Biscay Shelf-Osmerus eperlanus"
"Celtic-Biscay Shelf","Ostrea","Flat oysters",38.61111111,38.61111111,"Celtic-Biscay Shelf-Ostrea"
"Celtic-Biscay Shelf","Ostrea edulis","European flat oyster",15.0555521499941,15.0555521499941,"Celtic-Biscay Shelf-Ostrea edulis"
"Celtic-Biscay Shelf","Ostreidae","True oysters",31.6666666663062,31.6666666663062,"Celtic-Biscay Shelf-Ostreidae"
"Celtic-Biscay Shelf","Oxynotus centrina","Angular roughshark",0,0,"Celtic-Biscay Shelf-Oxynotus centrina"
"Celtic-Biscay Shelf","Oxynotus paradoxus","Sailfin roughshark",0,0,"Celtic-Biscay Shelf-Oxynotus paradoxus"
"Celtic-Biscay Shelf","Pagellus","Pandoras",0,0,"Celtic-Biscay Shelf-Pagellus"
"Celtic-Biscay Shelf","Pagellus acarne","Axillary seabream",20.0407061849387,20.0407061849387,"Celtic-Biscay Shelf-Pagellus acarne"
"Celtic-Biscay Shelf","Pagellus bogaraveo","Blackspot seabream",13.6075766962252,13.6075766962252,"Celtic-Biscay Shelf-Pagellus bogaraveo"
"Celtic-Biscay Shelf","Pagellus erythrinus","Common pandora",23.2096213515838,23.2096213515838,"Celtic-Biscay Shelf-Pagellus erythrinus"
"Celtic-Biscay Shelf","Pagrus","Subtropical seabreams",17.2846863497602,17.2846863497602,"Celtic-Biscay Shelf-Pagrus"
"Celtic-Biscay Shelf","Pagrus pagrus","Red porgy",19.8547739513943,19.8547739513943,"Celtic-Biscay Shelf-Pagrus pagrus"
"Celtic-Biscay Shelf","Palaemon","Carnivorous shrimps",0,0,"Celtic-Biscay Shelf-Palaemon"
"Celtic-Biscay Shelf","Palaemon longirostris","Delta prawn",27.2701364959027,27.2701364959027,"Celtic-Biscay Shelf-Palaemon longirostris"
"Celtic-Biscay Shelf","Palaemon serratus","Common prawn",20.3649208213446,20.3649208213446,"Celtic-Biscay Shelf-Palaemon serratus"
"Celtic-Biscay Shelf","Palaemonidae","Clawed shrimps",0,0,"Celtic-Biscay Shelf-Palaemonidae"
"Celtic-Biscay Shelf","Palinuridae","Spiny lobsters",21.1160870467464,21.1160870467464,"Celtic-Biscay Shelf-Palinuridae"
"Celtic-Biscay Shelf","Palinurus","Spiny lobsters",3.24195096409992,3.24195096409992,"Celtic-Biscay Shelf-Palinurus"
"Celtic-Biscay Shelf","Palinurus elephas","Common spiny lobster",31.5275089787534,31.5275089787534,"Celtic-Biscay Shelf-Palinurus elephas"
"Celtic-Biscay Shelf","Palinurus mauritanicus","Pink spiny lobster",25.6632429976313,25.6632429976313,"Celtic-Biscay Shelf-Palinurus mauritanicus"
"Celtic-Biscay Shelf","Pandalidae","Northern shrimps",0,0,"Celtic-Biscay Shelf-Pandalidae"
"Celtic-Biscay Shelf","Pandalus","Seabed shrimps",0,0,"Celtic-Biscay Shelf-Pandalus"
"Celtic-Biscay Shelf","Pandalus borealis","Northern prawn",25,25,"Celtic-Biscay Shelf-Pandalus borealis"
