"source","stockid","lme","comm_name","species","year","biomass_mt","er","bbmsy","uumsy","msy_mt","bmsy_mt","umsy","r","k_mt"
"SAUP","Gulf of Mexico-Farfantepenaeus aztecus","Gulf of Mexico","Northern brown shrimp","Farfantepenaeus aztecus",2014,219909.273439289,0.0610519110910064,1.1606450718056,0.672139521150968,17210.1217562051,189471.595392361,0.09083219952081,0.108998639424972,471465.96024672
"SAUP","Gulf of Mexico-Farfantepenaeus brasiliensis","Gulf of Mexico","Redspotted shrimp","Farfantepenaeus brasiliensis",2014,6037.65239291009,0.00670146354429294,0.689314182479147,0.29186116630977,201.114895358289,8758.92669318862,0.0229611346690099,0.0275533616028119,21795.0124691951
"SAUP","Gulf of Mexico-Farfantepenaeus duorarum","Gulf of Mexico","Northern pink shrimp","Farfantepenaeus duorarum",2014,136888.222349727,0.0219420009172593,0.900192985839109,1.24256131750277,2685.27555652763,152065.417641671,0.0176586866243004,0.0211904239491605,378387.420026123
"SAUP","Gulf of Mexico-Gadiformes","Gulf of Mexico","Cods",NA,2014,1065.01302295873,0.317029327390943,1.79381053139263,0.693935602467421,271.243049666651,593.71544782486,0.456856985379745,0.548228382455694,1477.35402313155
"SAUP","Gulf of Mexico-Galeocerdo cuvier","Gulf of Mexico","Tiger shark","Galeocerdo cuvier",2014,1427.64253941261,0.0355692322779854,0.805135115517446,0.69992596785495,90.110022178964,1773.17137446563,0.0508185635503619,0.0609822762604343,4412.2177945103
"SAUP","Gulf of Mexico-Gastropoda","Gulf of Mexico","Sea snails",NA,2014,51210.1704560537,0.068247635904224,1.02536066458873,0.810880487478946,4203.4930208863,49943.5683702514,0.0841648516126071,0.100997821935129,124275.580047064
"SAUP","Gulf of Mexico-Gerreidae","Gulf of Mexico","Mojarras, silverbellies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Gulf of Mexico-Geryon","Gulf of Mexico","Deepsea crabs",NA,2014,524.216680953034,0.011597564937932,0.762311329863826,0.178209604021775,44.7521772963584,687.667440344455,0.0650782262919731,0.0780938715503677,1711.13664515791
"SAUP","Gulf of Mexico-Ginglymostoma cirratum","Gulf of Mexico","Nurse shark","Ginglymostoma cirratum",2014,874.053985352562,0.0215232115874533,0.747137279083215,0.5145886204326,48.9310739645705,1169.87066476603,0.0418260543137532,0.0501912651765039,2911.0125725506
"SAUP","Gulf of Mexico-Haemulidae","Gulf of Mexico","Grunts, sweetlips, bonnetmouths",NA,2014,80831.8860999829,0.0499179419533086,0.861868320936114,1.90710910005896,2454.83851135813,93786.816543144,0.0261746650738363,0.0314095980886036,233371.611340636
"SAUP","Gulf of Mexico-Haemulon","Gulf of Mexico","Grunts",NA,2014,3801.91210663637,0.437653981713561,1.56779130897981,0.803285645141709,1321.21865707244,2425.01159743662,0.544829830285781,0.653795796342937,6034.20485813349
"SAUP","Gulf of Mexico-Helicolenus dactylopterus","Gulf of Mexico","Blackbelly rosefish","Helicolenus dactylopterus",2014,303.536844642412,0.0750443001008162,1.06411924384864,0.640998026317655,33.3950530146679,285.247021324978,0.117074151588147,0.140488981905777,709.785868103368
"SAUP","Gulf of Mexico-Hemiramphus brasiliensis","Gulf of Mexico","Ballyhoo halfbeak","Hemiramphus brasiliensis",2014,1469.06068004058,0.266541545259917,1.59391552904271,0.446974397359495,549.612620500361,921.667838271758,0.596323965834539,0.715588759001447,2293.40451532838
"SAUP","Gulf of Mexico-Hippocampus","Gulf of Mexico","Seahorses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Gulf of Mexico-Holocentridae","Gulf of Mexico","Squirrel-, soldierfishes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Gulf of Mexico-Hyperoglyphe bythites","Gulf of Mexico","Black driftfish","Hyperoglyphe bythites",2014,25.2146900309234,0.149649378464393,0.910735328901138,1.20249196481824,3.44551531101998,27.686078744026,0.124449379158232,0.149339254989879,68.8918234603349
"SAUP","Gulf of Mexico-Hyporthodus flavolimbatus","Gulf of Mexico","Yellowedge grouper","Hyporthodus flavolimbatus",2014,1773.78591913702,0.0933746854646813,1.15567038033691,0.697571541591592,205.450696428289,1534.85453059713,0.133856787293294,0.160628144751953,3819.20922557545
"SAUP","Gulf of Mexico-Hyporthodus nigritus","Gulf of Mexico","Warsaw grouper","Hyporthodus nigritus",2014,2182.34464931034,0.0393829981981355,1.03552555768211,0.354134626286936,234.370474154117,2107.47541006641,0.111209114485816,0.133450937382979,5244.07321237645
"SAUP","Gulf of Mexico-Hyporthodus niveatus","Gulf of Mexico","Snowy grouper","Hyporthodus niveatus",2014,2070.1067031187,0.0775120421541863,1.53067871376992,0.56930849050092,184.132397164696,1352.41098245903,0.136151214056171,0.163381456867405,3365.23129587245
"SAUP","Gulf of Mexico-Istiophoridae","Gulf of Mexico","Billfishes",NA,2014,14.7650052176563,0.000329785904455842,0.442308446953654,0.0132438133957863,0.831241864408167,33.3816939724947,0.0249011288969661,0.0298813546763593,83.0643367456379
"SAUP","Gulf of Mexico-Istiophorus albicans","Gulf of Mexico","Atlantic sailfish","Istiophorus albicans",2014,205.046030520296,0.295448520753507,0.98186761720312,0.630051308088853,97.9274242737347,208.832664330428,0.468927715823171,0.562713258987805,519.642495306691
"SAUP","Gulf of Mexico-Isurus oxyrinchus","Gulf of Mexico","Shortfin mako","Isurus oxyrinchus",2014,6569.92129759661,0.0276603527730201,0.829762877124694,0.410381202076974,533.674462739978,7917.82987491896,0.0674016076589977,0.0808819291907973,19702.0944343583
"SAUP","Gulf of Mexico-Joturus pichardi","Gulf of Mexico","Bobo mullet","Joturus pichardi",2014,9640.67474046886,0.030415374063739,0.779173490738318,1.14561376161238,328.494575542679,12372.95012608,0.0265494140197228,0.0318592968236674,30787.8592577274
"SAUP","Gulf of Mexico-Kajikia albida","Gulf of Mexico","Atlantic white marlin","Kajikia albida",2014,204.917328632885,0.210415616287126,1.08710907057573,0.741222597464766,53.5099916995209,188.497487675603,0.283876418510201,0.340651702212241,469.042068532956
"SAUP","Gulf of Mexico-Katsuwonus pelamis","Gulf of Mexico","Skipjack tuna","Katsuwonus pelamis",2014,118.011520272436,0.135661586198033,0.921120660820183,0.343891662598964,50.5409179283878,128.117330651727,0.394489314375257,0.473387177250309,318.796916207305
"SAUP","Gulf of Mexico-Lachnolaimus maximus","Gulf of Mexico","Hogfish","Lachnolaimus maximus",2014,8137.42286580118,0.22217668580582,1.90483354776742,0.557883759538295,1701.3145607391,4271.98632412723,0.398249065342381,0.477898878410857,10630.0690100523
"SAUP","Gulf of Mexico-Leiostomus xanthurus","Gulf of Mexico","Spot croaker","Leiostomus xanthurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Gulf of Mexico-Lepidocybium flavobrunneum","Gulf of Mexico","Escolar","Lepidocybium flavobrunneum",2014,367.04919511538,0.12176766984532,1.22043039395752,0.719268610504748,50.9157504049231,300.753895455799,0.16929373542364,0.203152482508368,748.371933140574
"SAUP","Gulf of Mexico-Limulus polyphemus","Gulf of Mexico","Horseshoe crab","Limulus polyphemus",2014,35.5018313309535,0.386626302853075,1.78279896434086,1.30790641500433,5.88658080303237,19.9135359852978,0.295607008588451,0.354728410306141,49.5512498629363
"SAUP","Gulf of Mexico-Litopenaeus setiferus","Gulf of Mexico","Northern white shrimp","Litopenaeus setiferus",2014,237030.54798124,0.0965294912759491,1.24336402186652,0.828570633044772,22209.3835829234,190636.486027167,0.116501222015593,0.139801466418711,474364.580911121
"SAUP","Gulf of Mexico-Lobatus gigas","Gulf of Mexico","Pink conch","Lobatus gigas",2014,6315.71872724731,0.0540335729243341,0.64566991480694,3.22796324462559,163.737190563677,9781.65248590801,0.0167392156692916,0.02008705880315,24339.8815137346
"SAUP","Gulf of Mexico-Lobotes surinamensis","Gulf of Mexico","Tripletail","Lobotes surinamensis",2014,148.45604073615,0.305771268686048,1.20090406733167,0.558816473623955,67.6420923413304,123.620233101557,0.547176547432656,0.656611856919188,307.606698431267
"SAUP","Gulf of Mexico-Lophiidae","Gulf of Mexico","Goosefishes",NA,2014,43.7648699543771,0.0174638250358507,0.621577030306001,0.491148806513309,2.50355400254396,70.4094067517774,0.0355570955365387,0.0426685146438464,175.201135008583
"SAUP","Gulf of Mexico-Lopholatilus chamaeleonticeps","Gulf of Mexico","Great northern tilefish","Lopholatilus chamaeleonticeps",2014,916.46044194416,0.133943707546495,0.977113090068632,1.12522298048778,111.648428661307,937.926685517833,0.119037479565544,0.142844975478653,2333.86173010773
"SAUP","Gulf of Mexico-Lutjanidae","Gulf of Mexico","Snappers",NA,2014,38845.6354590485,0.0600798504462196,1.11110563568067,1.63186841430325,1287.15422422068,34961.2441982185,0.0368166023189263,0.0441799227827116,86994.7631633109
"SAUP","Gulf of Mexico-Lutjanus","Gulf of Mexico","Snappers",NA,2014,2132.6224182185,0.278250577408215,1.81703015144767,0.483527355999341,675.409026960535,1173.68576218694,0.575459845148025,0.69055181417763,2920.50575576499
"SAUP","Gulf of Mexico-Lutjanus analis","Gulf of Mexico","Mutton snapper","Lutjanus analis",2014,2118.53778953012,0,0.706606194516099,0,44.5400349088218,2998.18740052364,0.0148556540865467,0.017826784903856,7460.44967247098
"SAUP","Gulf of Mexico-Lutjanus campechanus","Gulf of Mexico","Northern red snapper","Lutjanus campechanus",2014,36667.2728627544,0.0788765369625022,0.782559320435208,0.61809235922786,5979.37514698211,46855.5825804521,0.127612865269904,0.153135438323885,116591.683246591
"SAUP","Gulf of Mexico-Lutjanus griseus","Gulf of Mexico","Grey snapper","Lutjanus griseus",2014,10736.3171575117,0.162846203173641,1.67548635203565,0.604335142423385,1726.68941064406,6407.88099793679,0.269463401583148,0.323356081899777,15944.8584447861
"SAUP","Gulf of Mexico-Lutjanus jocu","Gulf of Mexico","Dog snapper","Lutjanus jocu",2014,5.57944351260852,0.177326498648866,0.778569931722739,0.668984555951841,1.89955032921133,7.16627150018869,0.265068150036085,0.318081780043302,17.8319766993495
"SAUP","Gulf of Mexico-Lutjanus synagris","Gulf of Mexico","Lane snapper","Lutjanus synagris",2014,16132.247749627,0.074559363658552,0.975219604509883,0.587989378902243,2097.61206027526,16542.1692458025,0.126803929346057,0.152164715215268,41162.2105777152
"SAUP","Gulf of Mexico-Lutjanus vivanus","Gulf of Mexico","Silk snapper","Lutjanus vivanus",2014,298.575551241332,0.0778456200699211,0.852069145591702,0.415182426568168,65.701399869659,350.412349497754,0.187497386903826,0.224996864284591,871.938057502251
"SAUP","Gulf of Mexico-Mactridae","Gulf of Mexico","Mactra surf clams",NA,2014,8556.5691540729,0.265059506819885,1.34263294862114,0.642564190075278,2628.87072862979,6372.97718848649,0.412502767682762,0.495003321219315,15858.0065976547
"SAUP","Gulf of Mexico-Makaira nigricans","Gulf of Mexico","Blue marlin","Makaira nigricans",2014,1931.95526864823,0.0756382639565177,0.875366654891024,0.952975750749967,175.172839682162,2207.02405997947,0.0793706071712657,0.0952447286055189,5491.7821089281
"SAUP","Gulf of Mexico-Malacanthidae","Gulf of Mexico","Tilefishes",NA,2014,550.644761034966,0.112375263601156,1.2031853284507,0.570272672402091,90.1835126242907,457.655814124673,0.197055319392759,0.236466383271311,1138.79411540271
"SAUP","Gulf of Mexico-Marine finfishes not identified","Gulf of Mexico","Finfishes",NA,2014,4878002.1113511,0.044260454240544,1.01301028863586,0.700360642605035,304314.230730551,4815352.97920806,0.063196661188605,0.075835993426326,11982139.125223
"SAUP","Gulf of Mexico-Marine fishes not identified","Gulf of Mexico","Marine fishes nei",NA,2014,1201616.43452618,0.0606758020386138,1.38664996176346,0.607933948931761,86488.4561464969,866560.752648808,0.0998065696861165,0.11976788362334,2156280.45203108
"SAUP","Gulf of Mexico-Marine pelagic fishes not identified","Gulf of Mexico","Pelagic fishes",NA,2014,18914.0350103645,0.106098530199275,0.910696348187331,1.64005275043366,1343.57571132581,20768.7612320082,0.0646921449149853,0.0776305738979824,51679.3239488307
"SAUP","Gulf of Mexico-Megalops atlanticus","Gulf of Mexico","Tarpon","Megalops atlanticus",2014,4148.59946217022,0.00467960143943235,0.702392133659649,0.274786913404403,100.585339864711,5906.38656579896,0.0170299283232073,0.0204359139878488,14696.9798194089
"SAUP","Gulf of Mexico-Menippe mercenaria","Gulf of Mexico","Black stone crab","Menippe mercenaria",2014,29877.0993335889,0.0338394848916899,0.868399308145456,0.541515186000946,2149.96834422806,34404.7940312091,0.0624903710302056,0.0749884452362468,85610.1370837382
"SAUP","Gulf of Mexico-Menticirrhus americanus","Gulf of Mexico","Southern kingcroaker","Menticirrhus americanus",2014,30567.0303470703,0.021534800952543,0.917838621771694,0.927348815173262,773.365261328928,33303.273170252,0.0232218994624148,0.0278662793548977,82869.2006950014
"SAUP","Gulf of Mexico-Menticirrhus littoralis","Gulf of Mexico","Gulf kingcroaker","Menticirrhus littoralis",2014,6229.44263237959,0.0661732269875861,0.899326045964231,0.509567109414877,899.52439300434,6926.78996714763,0.129861652694914,0.155833983233897,17236.0700110528
"SAUP","Gulf of Mexico-Mercenaria mercenaria","Gulf of Mexico","Northern quahog","Mercenaria mercenaria",2014,10671.7839656739,0.0644952623107882,0.792238387151568,0.874605289833248,993.337558893464,13470.4201901191,0.0737421360932825,0.0884905633119391,33518.7159674771
"SAUP","Gulf of Mexico-Merluccius bilinearis","Gulf of Mexico","Silver hake","Merluccius bilinearis",2014,2.39974889278615,0,0.582483451511264,0,0.0800882578276222,4.11985763125108,0.0194395692754319,0.0233274831305183,10.2515241409947
"SAUP","Gulf of Mexico-Micropogonias furnieri","Gulf of Mexico","Whitemouth croaker","Micropogonias furnieri",2014,4.72870440955671,0.00222880323809202,0.673661384142746,0.0800606448340399,0.195412868660216,7.01940844594221,0.0278389368798137,0.0334067242557764,17.4665344242069
"SAUP","Gulf of Mexico-Micropogonias undulatus","Gulf of Mexico","Atlantic croaker","Micropogonias undulatus",2014,2670631.51529217,0.02365664781298,0.896539924639733,1.24545369220654,56580.9135556716,2978820.50971165,0.0189944017678153,0.0227932821213784,7412258.65072569
"SAUP","Gulf of Mexico-Miscellaneous aquatic invertebrates","Gulf of Mexico","Aquatic invertebrates",NA,2014,276079.984224148,0.0737760341240673,1.43899298298888,0.70374745739763,20112.9008307012,191856.379765461,0.104833109304411,0.125799731165294,477400.066897991
"SAUP","Gulf of Mexico-Miscellaneous marine crustaceans","Gulf of Mexico","Marine crabs, shrimps, lobsters nei",NA,2014,231547.97850743,0.0277360880698961,0.905200241491579,0.562049447370054,12623.1288473613,255797.52180124,0.0493481279977751,0.0592177535973301,636506.089448462
"SAUP","Gulf of Mexico-Mollusca","Gulf of Mexico","Clams, seasnails, squids, octopuses",NA,2014,16021.7865210265,0.354307718566063,1.75491475499476,4.64447424692312,696.464476159465,9129.66654102486,0.0762858613761903,0.0915430336514284,22717.531847363
"SAUP","Gulf of Mexico-Morone saxatilis","Gulf of Mexico","Striped bass","Morone saxatilis",2014,55.5060321364141,0.116544650303983,0.837892531000745,0.535418190163894,14.4195293397804,66.2448107397734,0.217670322833649,0.261204387400378,164.838287459993
"SAUP","Gulf of Mexico-Mugil cephalus","Gulf of Mexico","Flathead grey mullet","Mugil cephalus",2014,95607.6245052725,0.135429408220137,1.18128276693953,0.62275576759322,17600.8597256367,80935.4264542202,0.217467930876874,0.260961517052249,201393.240354565
"SAUP","Gulf of Mexico-Mugil curema","Gulf of Mexico","White mullet","Mugil curema",2014,16869.5900326743,0.270835119534592,1.51716780992947,0.619944652591246,4857.61364382937,11119.1325852468,0.436869837335566,0.52424380480268,27667.9599945214
"SAUP","Gulf of Mexico-Mugilidae","Gulf of Mexico","Mullets, grey mullets",NA,2014,60235.3351748934,0.0216436745738737,0.750355158083444,0.651974336465123,2664.92476900564,80275.7661168699,0.0331971265789715,0.0398365518947659,199751.79434393
"SAUP","Gulf of Mexico-Mullidae","Gulf of Mexico","Goatfishes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","Gulf of Mexico-Mycteroperca bonaci","Gulf of Mexico","Black grouper","Mycteroperca bonaci",2014,4112.22956176958,0,0.870067946774014,0,509.028328689483,4726.3315204481,0.107700512858062,0.129240615429674,11760.6252489614
"SAUP","Gulf of Mexico-Mycteroperca microlepis","Gulf of Mexico","Gag","Mycteroperca microlepis",2014,14302.0609430004,0.0743114326569313,1.03431125011909,0.518964067161787,1980.00242177406,13827.6180804894,0.143191865023219,0.171830238027863,34407.5386220434
"SAUP","Gulf of Mexico-Mycteroperca phenax","Gulf of Mexico","Scamp","Mycteroperca phenax",2014,2409.05882812129,0.090082898962513,1.31541350921444,0.524423134229262,314.590511614501,1831.40800306968,0.171775219441657,0.206130263329989,4557.12916219834
"SAUP","Gulf of Mexico-Mycteroperca venenosa","Gulf of Mexico","Yellowfin grouper","Mycteroperca venenosa",2014,244.168932849699,0.000459877587576304,0.677756836059217,0.0223352700522964,7.41767045569345,360.260376375407,0.0205897482546454,0.0247076979055745,896.443099742454
"SAUP","Gulf of Mexico-Negaprion brevirostris","Gulf of Mexico","Lemon shark","Negaprion brevirostris",2014,321.478362330983,0.0164727633626794,0.705857486125791,0.218598333494606,34.3205576001137,455.443724335159,0.0753563080712411,0.0904275696854894,1133.28972813766
